u,v,years_ahead,probability,v_career_length,director_overlap
דאנה_איבגי,שרון_אלכסנדר,4,0.9966666666666667,32,3
דנה_פרידר,עופר_שכטר,4,0.7585575715997706,10,1
גילה_אלמגור,הילה_פלדמן,4,0.8363755125851415,1,1
גילה_אלמגור,ישי_גולן,4,0.551732100520863,1,1
לירון_לבו,נטלי_עטיה,4,0.7680254488025983,18,1
שלומי_קוריאט,תומר_שרון,4,0.8095297940073996,1,0
יהורם_גאון,שלומי_קוריאט,4,0.9271630506169292,5,1
אניה_בוקשטיין,ליא_קניג,4,0.7153674297222866,45,1
לירון_בן-שלוש,שרון_אלכסנדר,4,0.834088275267276,32,1
עופר_חיון,עופר_שכטר,4,0.713345712060622,10,1
יהורם_גאון,תומר_שרון,4,0.6973579065031091,1,0
יעל_אבקסיס,נטלי_עטיה,4,0.8275912421487797,18,1
שירה_האס,שרה_אדלר,4,0.7024268064688604,9,1
נעמי_לבוב,שלומי_קוריאט,4,0.6346454194204268,5,1
דביר_בנדק,קובי_פרג',4,0.9885671417854464,2,1
אורי_הוכמן,יעל_אבקסיס,4,0.5935519649789242,23,0
דאנה_איבגי,יעל_אבקסיס,4,0.9583267802533858,23,3
גיל_פרנק,נתן_רביץ,4,0.8527798757917615,1,1
משה_איבגי,נטלי_עטיה,4,0.7914720101855193,18,1
הילה_פלדמן,מיכאל_אלוני,4,0.6150022864251732,5,1
חיים_זנאתי,רותם_זיסמן-כהן,4,0.5156877929161299,4,1
דביר_בנדק,דודו_טסה,4,0.9398509415907279,1,1
אליאנה_תדהר,עפר_שכטר,4,0.8304978286719912,4,0
אורי_הוכמן,משה_איבגי,4,0.6262888246153229,32,0
אניה_בוקשטיין,קרן_מור,4,0.9966666666666667,25,2
דודו_טסה,קובי_פרג',4,0.870115116612706,2,1
שמיל_בן_ארי,שרון_אלכסנדר,4,0.9933333333333333,32,2
נעמי_לבוב,עוז_זהבי,4,0.681198097625403,6,1
קרן_ברגר,רועי_אסף,4,0.9661028516540328,7,1
משה_איבגי,נורמן_עיסא,4,0.9420422848558552,1,1
יובל_סגל_(1971),מיה_דגן,4,0.9430865800695453,5,1
אריה_צ'רנר,נתן_רביץ,4,0.7928639829480345,1,0
אליאנה_תדהר,שלומי_קוריאט,4,0.7274473949533727,5,0
יורם_חטב,שרון_אלכסנדר,4,0.8807470426653032,32,1
אנה_דוברוביצקי,שמיל_בן_ארי,4,0.8924758232888165,19,1
גילה_אלמגור,מיקי_לאון,4,0.9404040711394908,5,1
מיטל_גל_סויסה,מלי_לוי,4,0.8236804223109316,10,1
אושרי_כהן,נעמי_לבוב,4,0.8783325358199302,1,1
מוריס_כהן_(שחקן),רותם_זיסמן-כהן,4,0.6706518584532899,4,1
גל_זייד,יובל_סגל_(1971),4,0.9628358428922077,12,1
אושרי_כהן,שלומי_קוריאט,4,0.9516259173165675,5,1
אוולין_הגואל,חיים_זנאתי,4,0.8633086701417354,3,1
אנה_דוברוביצקי,לירון_בן-שלוש,4,0.6794589387272651,6,1
ליאור_אשכנזי,שרה_אדלר,4,0.9108816624230985,9,1
ישי_גולן,מיכאל_אלוני,4,0.6832139968662547,5,1
אורי_גבריאל,שי_אביבי,5,0.9966666666666667,22,1
מיכאל_אלוני,מיקי_לאון,5,0.8523419121312272,5,2
אנה_דוברוביצקי,יורם_חטב,5,0.9123676646217467,6,1
יפתח_קליין,ליא_קניג,5,0.6546881098650108,45,1
דניאל_מורשת,עפר_שכטר,5,0.8360939742810133,4,0
יחזקאל_לזרוב,יעל_אבקסיס,5,1.0,23,1
אריה_צ'רנר,יובל_סגל_(1971),5,0.9304587412987301,12,0
דב_נבון,יעל_אבקסיס,5,1.0,23,1
עוז_זהבי,עירית_שלג,5,0.8436643600757049,32,1
טלי_שרון,שלומי_קוריאט,5,0.8797195466976147,5,1
אלון_אבוטבול,עלי_סלימאן,5,0.9825924054127874,1,1
אלונה_איב,גרא_סנדלר,5,0.6947136632056704,1,1
יגאל_נאור,עדנה_בליליוס,5,0.8964362259585971,1,1
אודי_פרסי,שמיל_בן_ארי,5,0.755487521800767,19,0
יפתח_קליין,קרן_מור,5,0.9966666666666667,25,1
אושרי_כהן,אליאנה_תדהר,5,0.6122655411045288,1,0
מיה_דגן,נתן_רביץ,5,0.920359729430541,1,1
אלון_אבוטבול,יאנה_יוסף,5,0.8402367759030555,1,0
אודי_פרסי,לירון_בן-שלוש,5,0.5999727274583709,6,0
חיים_זנאתי,יגאל_נאור,5,0.532585489041741,18,1
יובל_שרף,יערה_פלציג,5,0.8459418756951954,1,1
אפרת_בן_צור,שי_אביבי,5,0.7113814939784643,22,1
אודי_פרסי,יורם_חטב,5,0.6935935335291961,6,0
דניאל_גד,עפר_שכטר,5,0.8052043855895451,4,0
אורי_הוכמן,צחי_גראד,5,0.7831233330955104,10,0
אוולין_הגואל,יגאל_נאור,5,0.9691030288354526,18,1
אברהם_סלקטר,יגאל_נאור,5,0.5254937295487964,18,1
אריה_צ'רנר,גל_זייד,5,0.7864748353278622,6,0
גילת_אנקורי,דביר_בנדק,5,0.553589761890064,15,1
טלי_שרון,יאנה_יוסף,5,0.6021891041896846,1,0
מאור_שוויצר,רועי_ניק,5,0.5089988014068034,1,0
ישי_גולן,מיקי_לאון,5,0.5939906839355227,5,1
עפר_שכטר,תובל_שפיר,5,0.5665871885191612,1,0
עוז_זהבי,שלומי_קוריאט,5,0.8004684826936671,5,1
אביגיל_אריאלי,תובל_שפיר,5,0.5688368210735155,1,0
אביגיל_אריאלי,אורי_פפר,5,0.7198525671259668,2,1
גדי_יגיל,שלמה_בראבא,5,0.6745101879990985,38,1
דניאל_גד,תובל_שפיר,5,0.7308470563533622,1,0
לירון_בן-שלוש,שמיל_בן_ארי,5,0.9177651438675061,19,1
מיה_דגן,ששון_גבאי,5,0.9904147566033618,26,1
גיל_פרנק,מיה_דגן,5,0.8922965145318639,5,1
דביר_בנדק,רועי_אסף,5,0.9558300481822164,7,1
דאנה_איבגי,נטלי_עטיה,5,0.7726904839563448,18,1
חיים_אוסדון,שלומי_קוריאט,5,0.8144770629841679,5,0
אנה_דוברוביצקי,שרון_אלכסנדר,5,0.840359244476785,32,1
אורי_פפר,טלי_שרון,5,0.9235549905206233,9,1
חיים_אוסדון,תומר_שרון,5,0.6161773904879319,1,0
אוולין_הגואל,מיטל_גל_סויסה,5,0.9243546745241584,2,1
אוולין_הגואל,אורנה_בנאי,5,0.8210673759958891,9,1
יורם_חטב,שמיל_בן_ארי,5,0.8506637130243,19,1
דב_נבון,יחזקאל_לזרוב,5,1.0,19,1
עופר_חיון,צחי_גראד,5,0.8979837240399722,10,1
גילה_אלמגור,מרים_זוהר,5,0.8735953681552595,1,2
אורי_פפר,נתי_קלוגר,5,0.7097824831979551,1,0
דנה_פרידר,עופר_חיון,5,0.6182725903997114,7,1
יורם_חטב,לירון_בן-שלוש,5,0.7971745156616112,6,1
יבגניה_דודינה,שי_אביבי,5,0.9966666666666667,22,1
ליאור_אשכנזי,שירה_האס,5,0.8470993016194549,1,1
חנן_סביון,יגאל_נאור,5,0.6722416199856683,18,0
דב_גליקמן,שלמה_בראבא,5,0.8272303183818924,38,3
דביר_בנדק,קרן_ברגר,5,0.9375695750050879,2,1
גילה_אלמגור,עודד_תאומי,5,0.8183432656669283,51,6
__name__:יבגני אורלוב,משה_אשכנזי_(שחקן),5,0.6392807339813333,1,0
אוולין_הגואל,מלי_לוי,5,0.9406668342175095,10,1
גדי_יגיל,דב_גליקמן,5,0.6452942547011885,37,1
טלי_שרון,עלי_סלימאן,5,0.8713603410022851,1,1
טלי_שרון,נתי_קלוגר,5,0.5887262388731118,1,0
אוולין_הגואל,איציק_כהן_(שחקן),5,0.8928083896410506,1,1
יעל_אבקסיס,שרון_אלכסנדר,5,0.9966666666666667,32,3
אודי_פרסי,שרון_אלכסנדר,5,0.8743662035619131,32,0
אורי_פפר,שלומי_קוריאט,5,0.8672329719463164,5,1
אורנה_בנאי,יגאל_נאור,5,0.5167567790505946,18,1
אניה_בוקשטיין,יפתח_קליין,5,0.9674305944912095,6,1
איציק_כהן_(שחקן),יגאל_נאור,5,0.5052197220490791,18,1
משה_איבגי,שרון_אלכסנדר,5,0.9933333333333333,32,6
גיל_פרנק,דרור_קרן,5,0.8974794763050643,18,1
אליאנה_תדהר,עוז_זהבי,5,0.8690539615136239,6,0
יובל_סגל_(1971),ששון_גבאי,5,0.9970814232700285,26,1
דניאל_גד,דניאל_מורשת,5,0.7308470563533622,1,0
גילה_אלמגור,מיכאל_אלוני,5,1.0,5,1
מוחמד_בכרי,פלורנס_בלוך,5,0.940202475584076,9,1
נטלי_עטיה,שרון_אלכסנדר,5,0.6568903228720321,32,2
צחי_הלוי,קלרה_ח'ורי,5,0.7067209396049896,9,1
אושרי_כהן,עוז_זהבי,5,0.8311620134676975,6,1
אושרי_כהן,לנה_אטינגר,5,0.7847732755772402,1,1
שלומי_קוריאט,שמיל_בן_ארי,5,0.9698509415907278,19,1
אורי_פפר,תובל_שפיר,5,0.7229761201418801,1,0
אושרי_כהן,רותם_זיסמן-כהן,5,0.9952338084521131,4,2
לירון_לבו,משה_איבגי,5,0.9833333333333333,32,2
__name__:יבגני אורלוב,אולג_לוין,5,0.5372898382936196,1,0
אלון_דהן_(שחקן),מוריס_כהן_(שחקן),5,0.550989986698185,1,1
ליא_קניג,קרן_מור,5,0.7554023253653239,25,1
נתי_קלוגר,שמיל_בן_ארי,5,0.9031506186789829,19,0
אלון_דהן_(שחקן),רותם_זיסמן-כהן,5,0.6471759367427925,4,1
אריה_צ'רנר,ריקי_בליך,5,0.5358148274619142,12,0
אורי_הוכמן,שרון_אלכסנדר,5,0.5148947391646403,32,0
דאנה_איבגי,שרון_אלכסנדר,5,0.9966666666666667,32,3
דנה_פרידר,עופר_שכטר,5,0.7641092353475815,10,1
גילה_אלמגור,הילה_פלדמן,5,0.849970216992839,1,1
גילה_אלמגור,ישי_גולן,5,0.5561161757400889,1,1
לירון_לבו,נטלי_עטיה,5,0.7843818947193655,18,1
שלומי_קוריאט,תומר_שרון,5,0.81968163116181,1,0
נתי_קלוגר,שלומי_קוריאט,5,0.7867433400626179,5,0
יהורם_גאון,שלומי_קוריאט,5,0.933265902270962,5,1
אניה_בוקשטיין,ליא_קניג,5,0.7320049231529459,45,1
לירון_בן-שלוש,שרון_אלכסנדר,5,0.8417477634148539,32,1
עופר_חיון,עופר_שכטר,5,0.7293166612755663,10,1
יהורם_גאון,תומר_שרון,5,0.7151077397731376,1,0
יעל_אבקסיס,נטלי_עטיה,5,0.8375747164307632,18,1
שירה_האס,שרה_אדלר,5,0.7090769474175106,9,1
נעמי_לבוב,שלומי_קוריאט,5,0.6451927087150443,5,1
דביר_בנדק,קובי_פרג',5,0.9885671417854464,2,1
אורי_הוכמן,יעל_אבקסיס,5,0.5960443139857571,23,0
דאנה_איבגי,יעל_אבקסיס,5,0.9583267802533858,23,3
גיל_פרנק,נתן_רביץ,5,0.8598811482406793,1,1
משה_איבגי,נטלי_עטיה,5,0.8014545123727459,18,1
הילה_פלדמן,מיכאל_אלוני,5,0.6205461733613543,5,1
חיים_זנאתי,רותם_זיסמן-כהן,5,0.5240167517962698,4,1
דביר_בנדק,דודו_טסה,5,0.9487349665771151,1,1
אליאנה_תדהר,עפר_שכטר,5,0.8360939742810133,4,0
אורי_הוכמן,משה_איבגי,5,0.6238545002800592,32,0
אורי_פפר,שמיל_בן_ארי,5,0.9966666666666667,19,1
אניה_בוקשטיין,קרן_מור,5,0.9966666666666667,25,2
דודו_טסה,קובי_פרג',5,0.8767730343729859,2,1
שמיל_בן_ארי,שרון_אלכסנדר,5,0.9933333333333333,32,2
נעמי_לבוב,עוז_זהבי,5,0.6909131514999066,6,1
קרן_ברגר,רועי_אסף,5,0.9677651438675061,7,1
משה_איבגי,נורמן_עיסא,5,0.945922907483806,1,1
יובל_סגל_(1971),מיה_דגן,5,0.9497444978298252,5,1
אריה_צ'רנר,נתן_רביץ,5,0.8132900654553664,1,0
אליאנה_תדהר,שלומי_קוריאט,5,0.7403226666244742,5,0
יורם_חטב,שרון_אלכסנדר,5,0.8907382937589164,32,1
אלונה_איב,שירה_האס,5,0.5805400117564394,1,1
אנה_דוברוביצקי,שמיל_בן_ארי,5,0.8958004077157631,19,1
גילה_אלמגור,מיקי_לאון,5,0.952621429459211,5,1
מיטל_גל_סויסה,מלי_לוי,5,0.8360690896406934,10,1
אושרי_כהן,נעמי_לבוב,5,0.8851566389549813,1,1
מוריס_כהן_(שחקן),רותם_זיסמן-כהן,5,0.6894334836899372,4,1
גל_זייד,יובל_סגל_(1971),5,0.964498135105681,12,1
אושרי_כהן,שלומי_קוריאט,5,0.9568877846440997,5,1
אוולין_הגואל,חיים_זנאתי,5,0.8574720602684284,3,1
אנה_דוברוביצקי,לירון_בן-שלוש,5,0.6935001474160132,6,1
ליאור_אשכנזי,שרה_אדלר,5,0.9133696283655949,9,1
טלי_שרון,שמיל_בן_ארי,5,0.9561028516540327,19,1
ישי_גולן,מיכאל_אלוני,5,0.6926385268419659,5,1
