,degree,betweenness,closeness,eigenvector,display_name,n_costars,n_collaborations,n_films,avg_distance_giant_component,most_important_costar
מאיסה_עבד_אלהאדי,0.008144796380090498,0.009659649813102498,0.19945546066699427,1.786672063314655e-05,מאיסה עבד אלהאדי,9,9,2,4.482793522267206,ח'ליפה נאטור
ציון_ברוך,0.011764705882352941,0.009483689431502487,0.27753321875404263,0.00752159183154924,ציון ברוך,13,16,4,3.22165991902834,שלומי קוריאט
שמואל_וילוז'ני,0.012669683257918552,0.009186315085267549,0.24835204815690687,0.00382524303854038,שמואל וילוז'ני,14,15,4,3.6002024291497974,דובר קוסאשווילי
עודד_תאומי,0.014479638009049774,0.009012178374908673,0.24477368669828695,0.000304666380698163,עודד תאומי,16,16,3,3.652834008097166,אמיר דוליצקי
זהר_ליבה,0.02262443438914027,0.00896279283990721,0.2596673237196113,0.0009889825229889159,זהר ליבה,25,25,3,3.4433198380566803,אורי פפר
מנשה_נוי,0.01809954751131222,0.008862109882040642,0.30876904414334766,0.010472343231018007,מנשה נוי,20,21,7,2.895748987854251,אוולין הגואל
דני_גבע,0.01085972850678733,0.008854297698596835,0.272987711771977,0.006069638405974141,דני גבע,12,12,4,3.2753036437246963,עפר שכטר
יגאל_עדיקא,0.044343891402714934,0.008845129756144297,0.30108665142948793,0.23979589309350963,יגאל עדיקא,49,69,6,2.9696356275303644,אוולין הגואל
טינקרבל,0.011764705882352941,0.008576869116618162,0.2513195548489666,0.0001647279309830034,טינקרבל,13,14,6,3.5576923076923075,קרן מור
יובל_שם-טוב,0.017194570135746608,0.008131297375469795,0.2542856175285313,0.0005225789398096312,יובל שם-טוב,19,20,4,3.516194331983806,יהורם גאון
אלישע_בנאי,0.014479638009049774,0.008103915874909946,0.28061888033485316,0.007510009088388258,אלישע בנאי,16,16,3,3.1862348178137654,שלומי קוריאט
__name__:אוהד הול,0.013574660633484163,0.00805790543642206,0.20844460483579935,0.00022102612116542454,אוהד הול,15,15,2,4.2894736842105265,אמיר דוליצקי
לבנה_פינקלשטיין,0.024434389140271493,0.007798981972707975,0.30451162885009225,0.011097169168252813,לבנה פינקלשטיין,27,31,6,2.9362348178137654,עדי אלון
שראל_פיטרמן,0.02171945701357466,0.007732723628345488,0.2713942351134002,0.004909938495770331,שראל פיטרמן,24,34,3,3.2945344129554655,ריימונד אמסלם
יעקב_זדה-דניאל,0.011764705882352941,0.007705723668526305,0.25182104768931524,0.0006717171720904857,יעקב זדה-דניאל,13,13,4,3.5506072874493926,דאנה איבגי
נטע_גרטי,0.00995475113122172,0.007668814138461448,0.2796417332365045,0.007416571503639969,נטע גרטי,11,11,4,3.1973684210526314,שלומי קוריאט
__name__:ג'רמי פינטו,0.015384615384615385,0.00743366706401182,0.23901196842373315,0.00030184946422337657,ג'רמי פינטו,17,17,2,3.7408906882591095,גיא לואל
חנן_סביון,0.023529411764705882,0.007411957561916991,0.2869075138987066,0.00228423875862696,חנן סביון,26,30,4,3.116396761133603,יגאל נאור
זהר_שטראוס,0.01085972850678733,0.00735184090818285,0.25650064904010383,0.0009094660283662048,זהר שטראוס,12,12,5,3.48582995951417,אופירה רחמים
רותם_אבוהב,0.016289592760180997,0.007287586609403431,0.2883120872369836,0.0026557524925839887,רותם אבוהב,18,22,4,3.1012145748987856,דרור קרן
לירון_לבו,0.01990950226244344,0.007268627301215825,0.2726506899055919,0.0009204509639179915,לירון לבו,22,22,5,3.279352226720648,דאנה איבגי
אורלי_זילברשץ,0.013574660633484163,0.007248577838775381,0.27649084046764244,0.0009848501925120866,אורלי זילברשץ,15,15,5,3.233805668016194,ליאור אשכנזי
גרא_סנדלר,0.03619909502262444,0.007155239311245433,0.2821425216525448,0.21048196184146556,גרא סנדלר,40,55,4,3.169028340080972,אוולין הגואל
מאור_שוויצר,0.020814479638009052,0.007145967178324806,0.28169267707082835,0.005020520011582046,מאור שוויצר,23,34,6,3.174089068825911,ריימונד אמסלם
אסי_לוי,0.01990950226244344,0.0071404223099944455,0.307051871843628,0.011797134661978587,אסי לוי,22,26,6,2.911943319838057,עדי אלון
גיא_לואל,0.020814479638009052,0.0070747545763919905,0.2746000109711277,0.0049698936135820476,גיא לואל,23,33,4,3.256072874493927,ריימונד אמסלם
דובר_קוסאשווילי,0.02895927601809955,0.007041795239278502,0.2798188898619315,0.11189295667394179,דובר קוסאשווילי,32,32,2,3.195344129554656,אוולין הגואל
נועם_אימבר,0.023529411764705882,0.0069415488321125825,0.28070805061776855,0.0028852216039712553,נועם אימבר,26,26,3,3.185222672064777,ריימונד אמסלם
שרה_אדלר,0.012669683257918552,0.006880137687299597,0.27928809209425154,0.006593253707254106,שרה אדלר,14,15,6,3.201417004048583,גרא סנדלר
אמיר_דוליצקי,0.014479638009049774,0.006874909956235151,0.23463166940082808,0.006307121065456025,אמיר דוליצקי,16,16,2,3.8107287449392713,מוטי בן ישי
ערן_איוניר,0.00995475113122172,0.006686808228695062,0.20122738844968513,7.13762491814594e-05,ערן איוניר,11,11,2,4.44331983805668,דין מירושניקוב
גדי_יגיל,0.014479638009049774,0.006619932880415561,0.23901196842373315,0.0003239938951470707,גדי יגיל,16,16,2,3.7408906882591095,אמיר דוליצקי
עמית_פרקש,0.02262443438914027,0.006536100414263686,0.27562815453794626,0.009511909895455452,עמית פרקש,25,25,3,3.243927125506073,יפה לוי
יואב_דונט,0.004524886877828055,0.006499264237749792,0.24011639991685724,0.00024645797182771677,יואב דונט,5,5,2,3.723684210526316,אושרי כהן
תמר_אלקן,0.005429864253393665,0.006457800511508951,0.19449322661693474,6.8904566006443715e-06,תמר אלקן,6,6,3,4.597165991902834,יואב דונט
יעקב_כהן_(שחקן),0.013574660633484163,0.006455974550890264,0.29495433565746837,0.0027374207702249936,יעקב כהן,15,15,3,3.0313765182186234,אורי גבריאל
אורי_יניב,0.006334841628959276,0.0064516417958096735,0.21546054519368724,0.00019281239155587984,אורי יניב,7,7,2,4.149797570850202,מורן רוזנבלט
שלום_אסייג,0.03619909502262444,0.0064154484331633505,0.29673773439506806,0.12559834923561622,שלום אסייג,40,42,3,3.013157894736842,אוולין הגואל
אסתי_ירושלמי,0.006334841628959276,0.006413264621468048,0.2263937045858836,0.00025129571465904815,אסתי ירושלמי,7,7,2,3.9493927125506074,מיטל גל סויסה
מיכאל_אלוני,0.016289592760180997,0.0063708340968378005,0.27937641849908845,0.0012322699062573008,מיכאל אלוני,18,20,5,3.200404858299595,רותם זיסמן-כהן
דור_הררי,0.01809954751131222,0.006350024455605607,0.27858348637468233,0.008573725020830952,דור הררי,20,20,2,3.2095141700404857,יפה לוי
אסתר_רדא,0.004524886877828055,0.0062894360220743665,0.22980963457183082,0.00013198946462626436,אסתר רדא,5,5,2,3.8906882591093117,יחזקאל לזרוב
עמוס_לביא,0.011764705882352941,0.0061003765611668094,0.2720628996902118,0.0024410897340692555,עמוס לביא,13,13,6,3.2864372469635628,חיים זנאתי
עומר_ברנע,0.014479638009049774,0.006057554088907678,0.2532649757150567,0.000501436603680573,עומר ברנע,16,16,4,3.5303643724696356,אושרי כהן
איתי_טיראן,0.015384615384615385,0.005908102237995281,0.27442939897300955,0.0005874193499063557,איתי טיראן,17,17,4,3.2580971659919027,אושרי כהן
אריק_משעלי,0.04072398190045249,0.005882476771697741,0.3004721888755502,0.21425630759364397,אריק משעלי,45,60,3,2.9757085020242915,אוולין הגואל
עמי_סמולרצ'יק,0.011764705882352941,0.005854178649189459,0.279199821521529,0.0005738414114999986,עמי סמולרצ'יק,13,13,4,3.2024291497975708,ליאור אשכנזי
אפרת_בן_צור,0.013574660633484163,0.00584914619399955,0.2644874955970412,0.00045317508873897585,אפרת בן צור,15,15,4,3.380566801619433,שרון אלכסנדר
איילת_זורר,0.015384615384615385,0.005805403841480006,0.28954055565195597,0.0027900504068509996,איילת זורר,17,18,5,3.088056680161943,יגאל נאור
ניר_לוי,0.01900452488687783,0.005799731569280581,0.25650064904010383,0.0016776665387407072,ניר לוי,21,21,4,3.48582995951417,אורי גבריאל
__name__:מאיר דסה,0.008144796380090498,0.005761223335544016,0.1895276196726277,5.271506324672345e-06,מאיר דסה,9,9,3,4.717611336032388,אסתר רדא
שרה_פון_שוורצה,0.011764705882352941,0.005683403057507371,0.2498269896193772,0.0008034952634602952,שרה פון שוורצה,13,13,2,3.5789473684210527,יגאל נאור
פלורנס_בלוך,0.01990950226244344,0.0056698803617046675,0.29914941933427625,0.014952733518046143,פלורנס בלוך,22,22,4,2.9888663967611335,יגאל עדיקא
ג'וליאנו_מר,0.01085972850678733,0.005663290868130757,0.2630697544056336,0.00026342129844303977,ג'וליאנו מר,12,12,5,3.3987854251012144,משה איבגי
ליהי_קורנובסקי,0.008144796380090498,0.0056079091219842425,0.2074168197450382,2.2678801695127996e-05,ליהי קורנובסקי,9,9,2,4.310728744939271,לירון בן-שלוש
יואב_רוטמן,0.026244343891402715,0.005529791786897072,0.292319071904076,0.010757066566732828,יואב רוטמן,29,29,2,3.0587044534412957,יפה לוי
אביב_אלוש,0.01990950226244344,0.005426389542144814,0.28644235904478527,0.017995250825084817,אביב אלוש,22,23,3,3.1214574898785425,אוולין הגואל
מיכאלה_עשת,0.014479638009049774,0.005383085856954213,0.2847802176963629,0.000714370034933377,מיכאלה עשת,16,16,4,3.139676113360324,אורי פפר
עופר_שכטר,0.016289592760180997,0.005347017568725889,0.27408881020605574,0.0008548090372956284,עופר שכטר,18,18,5,3.2621457489878543,מלי לוי
עירית_קפלן,0.01809954751131222,0.005304267273187023,0.27744605379840376,0.005639587236854759,עירית קפלן,20,30,4,3.222672064777328,ריימונד אמסלם
דב_גליקמן,0.01085972850678733,0.005254080560539516,0.28196241152062484,0.002145328685908259,דב גליקמן,12,12,3,3.1710526315789473,ישראל אטיאס
רותם_זיסמן-כהן,0.013574660633484163,0.005244868800108064,0.2970370663396495,0.01205088496606543,רותם זיסמן-כהן,15,16,5,3.0101214574898787,הרצל טובי
שלמה_בראבא,0.011764705882352941,0.005217873120509305,0.27349480968858136,0.0005083572519830585,שלמה בראבא,13,13,3,3.269230769230769,ליאור אשכנזי
יובל_סגל_(1971),0.015384615384615385,0.005172779054305865,0.29058823529411765,0.00166481480426202,יובל סגל,17,18,5,3.076923076923077,ששון גבאי
נאיה_פדרמן,0.01809954751131222,0.005062312257192298,0.2494742262903467,0.000693610677835851,נאיה פדרמן,20,23,4,3.584008097165992,יהורם גאון
עמוס_תמם,0.014479638009049774,0.0049946834027089805,0.28634950900943845,0.009582046220994532,עמוס תמם,16,16,4,3.1224696356275303,אוולין הגואל
ישי_גולן,0.00995475113122172,0.00487553993430073,0.2522524943729634,0.00034617282266941946,ישי גולן,11,12,3,3.5445344129554655,עוז זהבי
__name__:רונית אלקבץ,0.012669683257918552,0.004874969073988333,0.29328958675103506,0.009897450736349185,רונית אלקבץ,14,15,4,3.048582995951417,אוולין הגואל
יהורם_גאון,0.013574660633484163,0.004872345257482899,0.2746000109711277,0.007112941423960695,יהורם גאון,15,16,3,3.256072874493927,שלומי קוריאט
צחי_הלוי,0.011764705882352941,0.004863174613972027,0.27408881020605574,0.0010960092825000119,צחי הלוי,13,13,3,3.2621457489878543,ליאור אשכנזי
יואב_הייט,0.007239819004524887,0.00484457997245721,0.24531747717137398,0.0001136090852147651,יואב הייט,8,8,2,3.6447368421052633,אורי הוכמן
__name__:שני בן חיים,0.006334841628959276,0.00484457997245721,0.21694210100543165,6.5514081949054e-05,שני בן חיים,7,7,2,4.1214574898785425,ריקי בליך
אורי_בנאי,0.005429864253393665,0.00484457997245721,0.2446381155619268,0.0005753793955963859,אורי בנאי,6,6,2,3.6548582995951415,אלברט אילוז
אלון_נוימן,0.012669683257918552,0.004844579972457209,0.19959065415592356,1.0532934821737454e-05,אלון נוימן,14,14,2,4.479757085020243,עידן אלתרמן
אברהם_סלקטר,0.016289592760180997,0.004820872235273154,0.26981925329692047,0.020564368646863278,אברהם סלקטר,18,18,3,3.3137651821862346,אוולין הגואל
יונתן_בר-אור_(1981),0.014479638009049774,0.004692405540995432,0.23271555197421434,0.0002589633395796271,יונתן בר-אור,16,16,2,3.8421052631578947,אמיר דוליצקי
רן_דנקר,0.011764705882352941,0.004666687959003509,0.29173983992540214,0.006454279248988422,רן דנקר,13,13,4,3.064777327935223,עפר שכטר
אורי_בלופרב,0.01085972850678733,0.004652695600244925,0.24531747717137398,0.0004749139141392897,אורי בלופרב,12,12,2,3.6447368421052633,דור הררי
עופר_חיון,0.013574660633484163,0.00454388673271071,0.2718954248366013,0.000688312339515125,עופר חיון,15,16,5,3.2884615384615383,רונית אלקבץ
הילה_ערן,0.016289592760180997,0.0045021255308651965,0.25516702348183645,0.0023118531784637984,הילה ערן,18,18,2,3.5040485829959516,חיים זנאתי
אורי_גוטליב,0.017194570135746608,0.004501617663031579,0.2636192883599277,0.0011334317804717591,אורי גוטליב,19,19,3,3.3917004048582995,אלברט אילוז
ירון_ברלד,0.01809954751131222,0.0043618564970985775,0.2577730479410906,0.007095693368032043,ירון ברלד,20,20,2,3.4686234817813766,שלומי קוריאט
מוסקו_אלקלעי,0.008144796380090498,0.00433685239216121,0.23432048681541587,0.0012432638688757206,מוסקו אלקלעי,9,10,4,3.8157894736842106,חיים זנאתי
גורי_אלפי,0.016289592760180997,0.004152678071895187,0.2877486108449895,0.0019753967571428093,גורי אלפי,18,19,4,3.1072874493927127,ריימונד אמסלם
נלי_תגר,0.01085972850678733,0.004129173371053014,0.2722305809843198,0.0035606339508876318,נלי תגר,12,12,4,3.284412955465587,מוריס כהן
ליא_קניג,0.007239819004524887,0.00410841623233634,0.2462063086104007,0.0003967107995251394,ליא קניג,8,8,3,3.6315789473684212,שרה אדלר
אורי_קלאוזנר,0.015384615384615385,0.0040167994086997985,0.2860713197195977,0.0013363739491184018,אורי קלאוזנר,17,17,6,3.125506072874494,אורנה בנאי
אווה_חדד,0.006334841628959276,0.00396216218749016,0.21672920394850775,2.9325057307366844e-05,אווה חדד,7,7,2,4.125506072874494,נטלי עטיה
דניאל_סבג,0.013574660633484163,0.0038956206662484156,0.2506777058155839,0.00378479778410769,דניאל סבג,15,15,2,3.5668016194331984,דובר קוסאשווילי
עידית_טפרסון,0.014479638009049774,0.0038836138224461114,0.2570978566048073,0.0002681477151735744,עידית טפרסון,16,16,3,3.477732793522267,דניאל סבג
נועה_קולר,0.00904977375565611,0.003882605596571779,0.25203658638919196,0.000527200345510208,נועה קולר,10,10,3,3.5475708502024292,עמוס תמם
אביגיל_אריאלי,0.012669683257918552,0.0038774620049459117,0.2690795721273584,0.0010177591189010808,אביגיל אריאלי,14,14,3,3.3228744939271255,דאנה איבגי
נטע_שפיגלמן,0.01809954751131222,0.003846545094972164,0.28169267707082835,0.00523775762664302,נטע שפיגלמן,20,30,4,3.174089068825911,ריימונד אמסלם
תום_אבני,0.012669683257918552,0.0038447357998845962,0.24919273209989215,0.0009765216063532903,תום אבני,14,14,3,3.588056680161943,אליאנה תדהר
ניב_סולטן,0.01809954751131222,0.003820748624545744,0.26809961617423905,0.0029557236340196284,ניב סולטן,20,20,2,3.33502024291498,ריימונד אמסלם
מלי_לוי,0.015384615384615385,0.003810580285300124,0.2888777747855192,0.008995849894889144,מלי לוי,17,18,4,3.0951417004048585,אוולין הגואל
יאנה_יוסף,0.01085972850678733,0.0037749453949156805,0.26696531740529394,0.0013405816207543533,יאנה יוסף,12,12,2,3.3491902834008096,אסתי זקהיים
אלי_פיניש,0.013574660633484163,0.0037246860903924557,0.28142345820137554,0.001179559793866991,אלי פיניש,15,16,3,3.1771255060728745,זאב רווח
יותם_ישי,0.007239819004524887,0.0037107153534624193,0.24222326166551073,0.00038662351516812273,יותם ישי,8,8,2,3.6912955465587043,דרור קרן
שני_קליין,0.012669683257918552,0.0036418472456499727,0.2782325150532654,0.0014635421314407573,שני קליין,14,14,3,3.2135627530364372,אביב אלוש
רבקה_מיכאלי,0.00904977375565611,0.0036077328407810357,0.256873578160546,0.00031014202046261496,רבקה מיכאלי,10,10,2,3.480769230769231,יחזקאל לזרוב
אביטל_דיקר,0.005429864253393665,0.0035220186083318853,0.2570978566048073,0.0002685360147215339,אביטל דיקר,6,6,3,3.477732793522267,משה איבגי
מילי_אביטל,0.005429864253393665,0.0034933678340334897,0.256351780410365,0.0003221356996915605,מילי אביטל,6,6,4,3.4878542510121457,ענת וקסמן
ריטה_שוקרון,0.005429864253393665,0.003426210576133659,0.27562815453794626,0.0011639537412022603,ריטה שוקרון,6,6,3,3.243927125506073,ששון גבאי
נתי_קלוגר,0.007239819004524887,0.003412886976285097,0.26512251959607375,0.006493171159416309,נתי קלוגר,8,8,2,3.3724696356275303,שלומי קוריאט
עדי_אלון,0.034389140271493215,0.0033980317820212743,0.29574430374761224,0.2111011018373694,עדי אלון,38,53,3,3.0232793522267207,אוולין הגואל
חנה_אזולאי-הספרי,0.007239819004524887,0.0033745853106725288,0.27114433250279857,0.0007185061085152373,חנה אזולאי-הספרי,8,8,3,3.2975708502024292,מיטל גל סויסה
אפרת_דור,0.01085972850678733,0.003341807300982833,0.2713942351134002,0.006305308094339611,אפרת דור,12,12,3,3.2945344129554655,עפר שכטר
דני_שטג,0.011764705882352941,0.0033324863219778896,0.27753321875404263,0.0028385500389522924,דני שטג,13,14,4,3.22165991902834,אורי גבריאל
הרצל_טובי,0.03800904977375566,0.0033165151729173835,0.2954475703324808,0.22506012794137903,הרצל טובי,42,60,4,3.026315789473684,אוולין הגואל
שירה_האס,0.00995475113122172,0.003277682986960717,0.2743441724515894,0.0066102476312062276,שירה האס,11,11,3,3.2591093117408905,גרא סנדלר
סנדרה_שדה,0.004524886877828055,0.003234638336940127,0.23613692469770586,0.0004275219533650406,סנדרה שדה,5,7,4,3.7864372469635628,טלי שרון
__name__:מחמוד שלבי,0.004524886877828055,0.0032329988851727983,0.19927548732102812,1.7816003501374836e-05,מחמוד שלבי,5,5,2,4.4868421052631575,ח'ליפה נאטור
מתי_סרי,0.008144796380090498,0.0032329988851727983,0.23506871615064334,0.0012380639749252054,מתי סרי,9,9,2,3.8036437246963564,ישראל אטיאס
יהודה_אפרוני,0.007239819004524887,0.0032329988851727983,0.238818122545044,0.00030088799098027186,יהודה אפרוני,8,8,2,3.743927125506073,שרון אלכסנדר
אודי_פרסי,0.007239819004524887,0.0032329988851727983,0.25210851463873224,0.0005316052102364737,אודי פרסי,8,8,2,3.5465587044534415,שרון אלכסנדר
אלכסנדר_סנדרוביץ',0.01990950226244344,0.0032329988851727983,0.274173878117355,0.10352225508036561,אלכסנדר סנדרוביץ',22,23,2,3.2611336032388665,אוולין הגואל
אנחל_בונני,0.006334841628959276,0.0032329988851727983,0.24389515055055705,0.0031546639136472367,אנחל בונני,7,7,2,3.665991902834008,מוריס כהן
אסיה_נייפלד,0.004524886877828055,0.0032329988851727983,0.16926388873234674,5.731071653903967e-06,אסיה נייפלד,5,5,2,5.282388663967612,אוהד הול
אולג_לוין,0.005429864253393665,0.0032329988851727983,0.22466638740949074,0.0005230611893400497,אולג לוין,6,6,2,3.979757085020243,אביב אלוש
רועי_ניק,0.011764705882352941,0.0032182571842223453,0.2559062095290028,0.00059628000770527,רועי ניק,13,13,3,3.493927125506073,דרור קרן
אילן_גנני,0.008144796380090498,0.0031949866555430087,0.24470588235294122,0.0001922927865594636,אילן גנני,9,9,2,3.6538461538461537,קובי פרג'
אדיר_מילר,0.011764705882352941,0.0031693373160880793,0.2615896462227177,0.0006217168399641717,אדיר מילר,13,13,3,3.418016194331984,דרור קרן
אביבה_נגוסה,0.01900452488687783,0.0031659828235510224,0.24497732537274478,0.004157622805035418,אביבה נגוסה,21,21,2,3.6497975708502026,דובר קוסאשווילי
דניאל_גד,0.01085972850678733,0.0030442278080232837,0.277011049010385,0.007919531410457323,דניאל גד,12,12,3,3.227732793522267,עפר שכטר
גיל_פרנק,0.007239819004524887,0.002995374529189786,0.26957224146906245,0.0005360906591081988,גיל פרנק,8,8,4,3.3168016194331984,דרור קרן
חני_פירסטנברג,0.013574660633484163,0.0029931584219037694,0.2678557414475796,0.00032070924499495875,חני פירסטנברג,15,15,2,3.338056680161943,משה איבגי
__name__:מעיין תורג'מן,0.00904977375565611,0.00296880070918233,0.2633049881651618,0.00038275256323278174,מעיין תורג'מן,10,10,2,3.395748987854251,טלי שרון
יובל_שרף,0.008144796380090498,0.0029667756998755113,0.25769785160271813,0.0003309674600968101,יובל שרף,9,9,3,3.4696356275303644,ליאור אשכנזי
מכרם_ח'ורי,0.00904977375565611,0.0029601454982836777,0.25538833052735405,0.0005220048318837735,מכרם ח'ורי,10,11,4,3.501012145748988,אופירה רחמים
מיה_דגן,0.012669683257918552,0.0029493983655406292,0.2836827987457025,0.0017196415892440137,מיה דגן,14,15,4,3.151821862348178,ששון גבאי
נורמן_עיסא,0.00995475113122172,0.002924932349428964,0.2850559003853235,0.008661756661977113,נורמן עיסא,11,11,3,3.13663967611336,אוולין הגואל
עלי_סלימאן,0.00904977375565611,0.0029105126920569266,0.28765491217652805,0.0024288560691199438,עלי סלימאן,10,10,3,3.1082995951417005,אורי גבריאל
אופירה_רחמים,0.00995475113122172,0.0028960929472928295,0.26417112299465245,0.011641608375168177,אופירה רחמים,11,11,2,3.3846153846153846,יגאל עדיקא
קלרה_ח'ורי,0.00995475113122172,0.0028429429197367254,0.25283006161823635,0.0002623859045272296,קלרה ח'ורי,11,12,4,3.5364372469635628,מוני מושונוב
קווין_רובין,0.013574660633484163,0.002837603398825374,0.2615896462227177,0.0006124234176081831,קווין רובין,15,15,2,3.418016194331984,אורי פפר
מאיה_מרון,0.007239819004524887,0.002831315207430331,0.2656007923313643,0.0002535252708850497,מאיה מרון,8,8,3,3.366396761133603,משה איבגי
לוסי_דובינצ'יק,0.006334841628959276,0.0028252958077993047,0.2755421819382775,0.0008252670226907007,לוסי דובינצ'יק,7,7,3,3.2449392712550607,ליאור אשכנזי
לימור_גולדשטיין,0.007239819004524887,0.002772786020274149,0.2678557414475796,0.0004101324028064497,לימור גולדשטיין,8,8,3,3.338056680161943,ליאור אשכנזי
דניאל_גל,0.014479638009049774,0.0027577812771777807,0.26891574894798104,0.0015692942061588569,דניאל גל,16,17,3,3.324898785425101,אביב אלוש
מיכל_אמדורסקי,0.01085972850678733,0.0027476680436490752,0.2426890756302521,0.0010484648272582758,מיכל אמדורסקי,12,12,2,3.6842105263157894,אסתי זקהיים
מיקי_לאון,0.00904977375565611,0.002711122222230697,0.2516058773267211,0.0002368412691884246,מיקי לאון,10,10,3,3.5536437246963564,יחזקאל לזרוב
מיטל_דוהן,0.007239819004524887,0.002665941457802837,0.26512251959607375,0.00034053581103458107,מיטל דוהן,8,8,3,3.3724696356275303,מוני מושונוב
הילה_וידור,0.004524886877828055,0.0026043977095928043,0.22062643239113827,0.00032239025784269634,הילה וידור,5,5,2,4.052631578947368,אופירה רחמים
רומי_אבולעפיה,0.00904977375565611,0.0025955618426363224,0.24396250629497865,0.00012759291409523852,רומי אבולעפיה,10,10,3,3.66497975708502,יוסי מרשק
יעל_הדר,0.01085972850678733,0.002572268220541293,0.2608173118671738,0.0006098485237510968,יעל הדר,12,12,4,3.4281376518218623,תומר שרון
ולדימיר_פרידמן,0.01085972850678733,0.0025564670711193294,0.2619775312260135,0.0007483948287975178,ולדימיר פרידמן,12,12,3,3.4129554655870447,דרור קרן
תובל_שפיר,0.013574660633484163,0.002522961437040579,0.2630697544056336,0.006873448436750712,תובל שפיר,15,17,3,3.3987854251012144,עפר שכטר
מיכה_סלקטר,0.00995475113122172,0.002518852146523157,0.2468254359581217,0.0010954623600704062,מיכה סלקטר,11,11,4,3.6224696356275303,אברהם סלקטר
מיטל_גל_סויסה,0.008144796380090498,0.002514925798465259,0.25890628232535684,0.008291321747909629,מיטל גל סויסה,9,9,3,3.4534412955465585,אוולין הגואל
יורם_חטב,0.011764705882352941,0.002509640653114396,0.2798188898619315,0.0009601518727903538,יורם חטב,13,13,5,3.195344129554656,שרון אלכסנדר
מוחמד_בכרי,0.00995475113122172,0.002474352220590489,0.27031463748290013,0.0017036991324209385,מוחמד בכרי,11,11,5,3.3076923076923075,אורי גבריאל
דפנה_רכטר,0.00995475113122172,0.0024428933477595514,0.2626005455690005,0.0011568710711486743,דפנה רכטר,11,12,4,3.4048582995951415,אלברט אילוז
תמיר_גינזבורג,0.01085972850678733,0.0024374081937241663,0.1931325394171661,1.9154192554400437e-05,תמיר גינזבורג,12,12,2,4.629554655870446,אדם גבאי
אנה_דוברוביצקי,0.00904977375565611,0.002436674754168706,0.2784956605593057,0.0014543377037006242,אנה דוברוביצקי,10,10,2,3.210526315789474,ריימונד אמסלם
__name__:שרון פרידמן,0.006334841628959276,0.0024238952645073497,0.21694210100543165,0.00016643023615280618,שרון פרידמן,7,7,3,4.1214574898785425,דני גבע
סיון_לוי,0.006334841628959276,0.0023267061028512657,0.24828224713156766,0.00026273896226966173,סיון לוי,7,7,3,3.6012145748987856,רונית אלקבץ
אמיר_טסלר,0.007239819004524887,0.0022864022089346798,0.24689442014927832,0.00046583652998074914,אמיר טסלר,8,8,2,3.6214574898785425,דור הררי
יוסף_שילוח,0.006334841628959276,0.002282854577535566,0.271310883075589,0.001297696195328675,יוסף שילוח,7,7,3,3.2955465587044532,אורי גבריאל
נתן_רביץ,0.00995475113122172,0.0022301316022935334,0.2722305809843198,0.0017554409623186764,נתן רביץ,11,12,3,3.284412955465587,דרור קרן
מרלן_בג'אלי,0.01085972850678733,0.0021514928382068512,0.24215686274509804,0.0003605547610056851,מרלן בג'אלי,12,12,2,3.6923076923076925,דאנה איבגי
הילה_פלדמן,0.00904977375565611,0.0020887748494835936,0.25898218566230363,0.0003748622837714417,הילה פלדמן,10,10,2,3.4524291497975708,שרון אלכסנדר
יעל_לבנטל,0.00995475113122172,0.0020611566861300423,0.23992075917819602,0.00018789429122295797,יעל לבנטל,11,11,2,3.7267206477732793,דניאל סבג
חיים_אוסדון,0.00904977375565611,0.002026184650291212,0.26496347789265673,0.0070122226630109806,חיים אוסדון,10,11,2,3.374493927125506,שלומי קוריאט
טל_פרידמן,0.012669683257918552,0.0020213519667950835,0.25943854193659843,0.000248225610031061,טל פרידמן,14,14,4,3.4463562753036436,גילה אלמגור
__name__:יוגב קינן,0.01809954751131222,0.0020212312676172917,0.2805297666859694,0.012148757697164971,יוגב קינן,20,22,2,3.187246963562753,אריק משעלי
מורן_אטיאס,0.013574660633484163,0.0020152356336355453,0.26949000466568573,0.01188999766549684,מורן אטיאס,15,15,2,3.317813765182186,יגאל עדיקא
גלעד_כהנא,0.004524886877828055,0.0019878254363666636,0.21683560021946924,3.268840166894709e-05,גלעד כהנא,5,5,2,4.123481781376518,מכרם ח'ורי
סלים_דאו,0.005429864253393665,0.001981478729831231,0.26074032918952705,0.00047109782486104554,סלים דאו,6,6,3,3.42914979757085,שרון אלכסנדר
ליאת_גליק,0.006334841628959276,0.0019719417849074854,0.22506706631697268,3.633040153739211e-05,ליאת גליק,7,7,3,3.972672064777328,יפתח קליין
דלית_קהן,0.006334841628959276,0.0019659120258290743,0.2627567624313259,0.00029864206421366054,דלית קהן,7,7,3,3.402834008097166,משה איבגי
בת_אל_מוסרי,0.007239819004524887,0.0019153160548408294,0.2460006224712107,0.0031716409241514826,בת אל מוסרי,8,8,2,3.6346153846153846,מוריס כהן
קרן_ברגר,0.007239819004524887,0.0018942686510151207,0.2690795721273584,0.006515164337275229,קרן ברגר,8,8,3,3.3228744939271255,עפר שכטר
היאם_עבאס,0.004524886877828055,0.0018193696644920303,0.2341341731497794,8.08014659325481e-05,היאם עבאס,5,5,3,3.818825910931174,חנה לסלאו
מיכל_זוארץ,0.004524886877828055,0.001813355310515825,0.2601260999099287,0.0011875864325836035,מיכל זוארץ,5,5,3,3.437246963562753,אורי גבריאל
