,degree,betweenness,closeness,eigenvector,display_name,n_costars,n_collaborations,n_films,avg_distance_giant_component,most_important_costar
ניקי_גולדשטיין,0.0018099547511312218,0.0,0.0018099547511312218,,ניקי גולדשטיין,2,2,1,,
עידו_לב,0.0018099547511312218,0.0,0.0018099547511312218,,עידו לב,2,2,1,,
__name__:אלעד סטפנסקי,0.0018099547511312218,0.0,0.0018099547511312218,,אלעד סטפנסקי,2,2,1,,
ז'רמן_אוניקובסקי,0.0018099547511312218,0.0,0.1962648823137342,3.808609668581109e-05,ז'רמן אוניקובסקי,2,2,1,4.555668016194332,מוסקו אלקלעי
אבי_דנגור,0.005429864253393665,0.0,0.2617446623093682,0.006963210148605764,אבי דנגור,6,6,1,3.415991902834008,שלומי קוריאט
רוני_דלומי,0.005429864253393665,0.0,0.2617446623093682,0.006963210148605766,רוני דלומי,6,6,1,3.415991902834008,שלומי קוריאט
אבי_טולדנו,0.0018099547511312218,0.0,0.2529748669227141,0.00020808212653443563,אבי טולדנו,2,2,1,3.534412955465587,יעל אבקסיס
__name__:מיכאל פלמן,0.0018099547511312218,0.0,0.21893140899482472,0.00016234871432528906,מיכאל פלמן,2,2,1,4.084008097165992,אניה בוקשטיין
אתי_אנקרי,0.0018099547511312218,0.0,0.21893140899482472,0.00016234871432528792,אתי אנקרי,2,2,1,4.084008097165992,אניה בוקשטיין
שרון_הכהן-בר,0.0018099547511312218,0.0,0.21169140553417629,1.859946240812455e-05,שרון הכהן-בר,2,2,1,4.223684210526316,אסי דיין
__name__:אדם אבולעפיה,0.0027149321266968325,0.0,0.2155131093667035,2.902336917473939e-05,אדם אבולעפיה,3,3,1,4.148785425101215,נטלי עטיה
שמואל_אדלמן,0.0027149321266968325,0.0,0.2155131093667035,2.9023369174737736e-05,שמואל אדלמן,3,3,1,4.148785425101215,נטלי עטיה
__name__:אשר אברהמי,0.0009049773755656109,0.0,0.0009049773755656109,,אשר אברהמי,1,1,1,,
נוויד_נגהבאן,0.0009049773755656109,0.0,0.0009049773755656109,,נוויד נגהבאן,1,1,1,,
שרון_צור,0.0027149321266968325,0.0,0.0027149321266968325,,שרון צור,3,3,1,,
__name__:איציק עצמון,0.0027149321266968325,0.0,0.0027149321266968325,,איציק עצמון,3,3,1,,
אהובה_קרן,0.0027149321266968325,0.0,0.0027149321266968325,,אהובה קרן,3,3,1,,
יובל_סגל_(1980),0.0027149321266968325,0.0,0.0027149321266968325,,יובל סגל,3,3,1,,
חני_נחמיאס,0.005429864253393665,0.0,0.23064966978958684,6.909645908864036e-05,חני נחמיאס,6,6,1,3.876518218623482,אורי הוכמן
__name__:ז'וזפין דראי,0.004524886877828055,0.0,0.24376055057784704,0.0031508366566672993,ז'וזפין דראי,5,5,1,3.668016194331984,מוריס כהן
__name__:סמירה סארייה,0.0027149321266968325,0.0,0.22347286498712818,0.00019840861491711773,סמירה סארייה,3,3,1,4.001012145748988,שרה אדלר
יקי_רייסנר,0.012669683257918552,0.0,0.26664299284458726,0.004793874217425976,יקי רייסנר,14,24,2,3.353238866396761,ריימונד אמסלם
עמית_מורשת,0.012669683257918552,0.0,0.26664299284458726,0.00479387421742597,עמית מורשת,14,24,2,3.353238866396761,ריימונד אמסלם
עומר_נודלמן,0.012669683257918552,0.0,0.26664299284458726,0.002686237900273907,עומר נודלמן,14,14,1,3.353238866396761,ריימונד אמסלם
__name__:נטליה פאוסט,0.0027149321266968325,0.0,0.2570978566048073,0.0009721702857008692,נטליה פאוסט,3,3,1,3.477732793522267,ריימונד אמסלם
__name__:מנשה נוי,0.0018099547511312218,0.0,0.22779480023056153,7.361420421251818e-05,מנשה נוי,2,2,1,3.925101214574899,קרן מור
סאלח_בכרי,0.0027149321266968325,0.0,0.24627494711294054,0.0006269220342042909,סאלח בכרי,3,3,1,3.630566801619433,ששון גבאי
איתי_תורג'מן,0.004524886877828055,0.0,0.23525652071747477,0.0003624403434215459,איתי תורג'מן,5,5,1,3.8006072874493926,זאב רווח
ג'יזל_סילבר,0.004524886877828055,0.0,0.23525652071747477,0.00036244034342154647,ג'יזל סילבר,5,5,1,3.8006072874493926,זאב רווח
ירדן_תוסייה_כהן,0.006334841628959276,0.0,0.2420241740531829,0.00042838075499211355,ירדן תוסייה כהן,7,7,1,3.694331983805668,דרור קרן
רמי_ברוך,0.006334841628959276,0.0,0.2420241740531829,0.00042838075499211176,רמי ברוך,7,7,1,3.694331983805668,דרור קרן
ניב_מג'ר,0.006334841628959276,0.0,0.2420241740531829,0.0004283807549921145,ניב מג'ר,7,7,1,3.694331983805668,דרור קרן
רועי_ויינברג,0.006334841628959276,0.0,0.2420241740531829,0.00042838075499211447,רועי ויינברג,7,7,1,3.694331983805668,דרור קרן
אסתי_קוסוביצקי,0.006334841628959276,0.0,0.2420241740531829,0.0004283807549921129,אסתי קוסוביצקי,7,7,1,3.694331983805668,דרור קרן
__name__:דרמה,0.0,0.0,0.0,,דרמה,0,0,1,,
אדר_גולד,0.0036199095022624436,0.0,0.24382783198843988,0.0011360663674268184,אדר גולד,4,4,1,3.667004048582996,אורי גבריאל
מארק_אליהו,0.0036199095022624436,0.0,0.24382783198843988,0.0011360663674268212,מארק אליהו,4,4,1,3.667004048582996,אורי גבריאל
דור_צויגנבום,0.0018099547511312218,0.0,0.19977119748849337,6.778757489540394e-06,דור צויגנבום,2,2,1,4.4757085020242915,אביטל דיקר
__name__:היאלי יוסף זאדה,0.0027149321266968325,0.0,0.20434611040807718,9.701936072485961e-05,היאלי יוסף זאדה,3,3,1,4.375506072874494,בת אל מוסרי
__name__:הדר דרור,0.0027149321266968325,0.0,0.20434611040807718,9.701936072485789e-05,הדר דרור,3,3,1,4.375506072874494,בת אל מוסרי
יעל_בר_זוהר,0.004524886877828055,0.0,0.2576226991233939,0.006010193705301307,יעל בר זוהר,5,5,1,3.470647773279352,עפר שכטר
__name__:ג'ק אדליסט,0.0018099547511312218,0.0,0.23463166940082808,0.0002532006125969197,ג'ק אדליסט,2,2,1,3.8107287449392713,שרון אלכסנדר
ריף_כהן,0.0018099547511312218,0.0,0.16301683618640297,4.497362012829436e-07,ריף כהן,2,2,1,5.484817813765182,מחמוד שלבי
מקס_אולארצ'יק,0.0018099547511312218,0.0,0.16301683618640297,4.497362012828681e-07,מקס אולארצ'יק,2,2,1,5.484817813765182,מחמוד שלבי
אדם_הירש,0.0018099547511312218,0.0,0.21641064068939678,2.2197414827572928e-05,אדם הירש,2,2,1,4.131578947368421,אסי דיין
שמרית_לוסטיג,0.0027149321266968325,0.0,0.21774420391770216,2.419681777672507e-05,שמרית לוסטיג,3,3,1,4.1062753036437245,אוהד קנולר
מארק_איווניר,0.0036199095022624436,0.0,0.2583006535947712,0.0008696422485883796,מארק איווניר,4,4,1,3.4615384615384617,ריימונד אמסלם
__name__:עמית מושקוביץ,0.0018099547511312218,0.0,0.23070990736331096,0.0002712839827213378,עמית מושקוביץ,2,2,1,3.875506072874494,אלונה איב
סיון_נועם_שמעון,0.0018099547511312218,0.0,0.22506706631697268,0.00010198985542414729,סיון נועם שמעון,2,2,1,3.972672064777328,דביר בנדק
__name__:הדס ג'ייד סאקורי,0.0018099547511312218,0.0,0.22506706631697268,0.00010198985542414664,הדס ג'ייד סאקורי,2,2,1,3.972672064777328,דביר בנדק
רוי_מילר,0.0018099547511312218,0.0,0.20903649675677183,2.323529628561915e-05,רוי מילר,2,2,1,4.277327935222672,לירון לבו
__name__:יפית שלו,0.0018099547511312218,0.0,0.20903649675677183,2.3235296285618273e-05,יפית שלו,2,2,1,4.277327935222672,לירון לבו
__name__:אור עדי,0.004524886877828055,0.0,0.23302248359116792,0.0005796280441952135,אור עדי,5,5,1,3.8370445344129553,עמוס תמם
__name__:איתמר קליגר,0.004524886877828055,0.0,0.23302248359116792,0.0005796280441952128,איתמר קליגר,5,5,1,3.8370445344129553,עמוס תמם
__name__:רוני קדר,0.0018099547511312218,0.0,0.20401575872843364,9.610690734335046e-06,רוני קדר,2,2,1,4.382591093117409,סיון לוי
הגר_בן_אשר,0.0027149321266968325,0.0,0.22715048477606523,0.0011553416191666347,הגר בן אשר,3,3,1,3.9362348178137654,חיים זנאתי
__name__:עדי אבן טוב,0.0027149321266968325,0.0,0.22715048477606523,0.0011553416191666334,עדי אבן טוב,3,3,1,3.9362348178137654,חיים זנאתי
__name__:דני רוטנברג,0.0018099547511312218,0.0,0.19977119748849337,6.7787574895408226e-06,דני רוטנברג,2,2,1,4.4757085020242915,אביטל דיקר
תאמר_נפאר,0.005429864253393665,0.0,0.16325785165295098,5.016720747169965e-07,תאמר נפאר,6,6,1,5.47672064777328,מאיסה עבד אלהאדי
__name__:סאמר קופטי,0.005429864253393665,0.0,0.16325785165295098,5.016720747178008e-07,סאמר קופטי,6,6,1,5.47672064777328,מאיסה עבד אלהאדי
סלווה_נקארה,0.005429864253393665,0.0,0.16325785165295098,5.016720747168398e-07,סלווה נקארה,6,6,1,5.47672064777328,מאיסה עבד אלהאדי
__name__:סעיד דסוקי,0.005429864253393665,0.0,0.16325785165295098,5.016720747163501e-07,סעיד דסוקי,6,6,1,5.47672064777328,מאיסה עבד אלהאדי
__name__:אדיב ספדי,0.005429864253393665,0.0,0.16325785165295098,5.016720747177607e-07,אדיב ספדי,6,6,1,5.47672064777328,מאיסה עבד אלהאדי
__name__:טארק קופטי,0.005429864253393665,0.0,0.16325785165295098,5.016720747145457e-07,טארק קופטי,6,6,1,5.47672064777328,מאיסה עבד אלהאדי
און_רפאלי,0.00904977375565611,0.0,0.22018649932555276,0.00025974942753952406,און רפאלי,10,12,2,4.060728744939271,שראל פיטרמן
מתן_לקס,0.00904977375565611,0.0,0.22018649932555276,0.00025974942753952547,מתן לקס,10,12,2,4.060728744939271,שראל פיטרמן
דודו_ארז,0.00904977375565611,0.0,0.22018649932555276,0.00023684001532648538,דודו ארז,10,10,1,4.060728744939271,שראל פיטרמן
מולי_שולמן,0.00904977375565611,0.0,0.22018649932555276,0.00023684001532648755,מולי שולמן,10,10,1,4.060728744939271,שראל פיטרמן
אלינה_לוי,0.00904977375565611,0.0,0.22018649932555276,0.00023684001532648673,אלינה לוי,10,10,1,4.060728744939271,שראל פיטרמן
עמי_אנידג'ר,0.00904977375565611,0.0,0.22018649932555276,0.0002368400153264858,עמי אנידג'ר,10,10,1,4.060728744939271,שראל פיטרמן
רודי_סעדה,0.00904977375565611,0.0,0.22018649932555276,0.00023684001532648546,רודי סעדה,10,10,1,4.060728744939271,שראל פיטרמן
יאיר_ניצני,0.00904977375565611,0.0,0.22018649932555276,0.00023684001532648475,יאיר ניצני,10,10,1,4.060728744939271,שראל פיטרמן
דניאל_ג'יידלין,0.0018099547511312218,0.0,0.21947533796127147,0.0003613730470641902,דניאל ג'יידלין,2,2,1,4.073886639676114,יון תומרקין
רותם_סלע,0.004524886877828055,0.0,0.24579527971455695,0.00607441166552199,רותם סלע,5,5,1,3.6376518218623484,עפר שכטר
שירן_סנדל,0.0036199095022624436,0.0,0.21641064068939678,0.0006778960304202944,שירן סנדל,4,4,1,4.131578947368421,אליאנה תדהר
נוה_צור,0.0036199095022624436,0.0,0.21641064068939678,0.0006778960304202917,נוה צור,4,4,1,4.131578947368421,אליאנה תדהר
ניצה_שאול,0.0027149321266968325,0.0,0.19220805815798905,1.490066571017615e-05,ניצה שאול,3,3,1,4.651821862348178,אורי בנאי
מיקי_קם,0.004524886877828055,0.0,0.1727391934482045,1.1121554302265606e-06,מיקי קם,5,5,1,5.176113360323886,ליהי קורנובסקי
חגית_דסברג,0.0009049773755656109,0.0,0.0009049773755656109,,חגית דסברג,1,1,2,,
סימון_אבקריאן,0.004524886877828055,0.0,0.26417112299465245,0.008912151970776192,סימון אבקריאן,5,5,1,3.3846153846153846,אוולין הגואל
ציון_אשכנזי,0.0027149321266968325,0.0,0.15983141583030896,1.784429390130667e-07,ציון אשכנזי,3,3,1,5.59412955465587,תמר אלקן
עזרא_דגן,0.0027149321266968325,0.0,0.15983141583030896,1.7844293901268807e-07,עזרא דגן,3,3,1,5.59412955465587,תמר אלקן
שי_ורועי,0.0027149321266968325,0.0,0.19811353112673644,1.3533286295751514e-05,שי ורועי,3,3,1,4.5131578947368425,יובל שם-טוב
עודד_פז,0.0027149321266968325,0.0,0.19811353112673644,1.3533286295751221e-05,עודד פז,3,3,1,4.5131578947368425,יובל שם-טוב
לירית_בלבן,0.0027149321266968325,0.0,0.19811353112673644,1.3533286295749825e-05,לירית בלבן,3,3,1,4.5131578947368425,יובל שם-טוב
בסאם_זועמוט,0.0027149321266968325,0.0,0.2493333997443177,0.00022893904327698955,בסאם זועמוט,3,3,1,3.5860323886639676,משה איבגי
שני_כהן,0.005429864253393665,0.0,0.24423230171250143,0.0002908969741838766,שני כהן,6,6,1,3.6609311740890687,אורי פפר
לוסי_אהריש,0.005429864253393665,0.0,0.24423230171250143,0.0002908969741838778,לוסי אהריש,6,6,1,3.6609311740890687,אורי פפר
__name__:יונתן להב ויסברג,0.005429864253393665,0.0,0.24423230171250143,0.00029089697418387676,יונתן להב ויסברג,6,6,1,3.6609311740890687,אורי פפר
__name__:שירז אדרי,0.005429864253393665,0.0,0.24423230171250143,0.00029089697418387643,שירז אדרי,6,6,1,3.6609311740890687,אורי פפר
__name__:עלאי אלמודי,0.005429864253393665,0.0,0.24423230171250143,0.0002908969741838768,עלאי אלמודי,6,6,1,3.6609311740890687,אורי פפר
דנה_דבורין,0.0009049773755656109,0.0,0.19927548732102812,7.931575081844925e-06,דנה דבורין,1,1,1,4.4868421052631575,מילי אביטל
יוסף_כרמון,0.0018099547511312218,0.0,0.1931325394171661,1.0014322683126199e-05,יוסף כרמון,2,2,1,4.629554655870446,ליא קניג
__name__:חיים בוזגלו,0.0018099547511312218,0.0,0.21467514830962764,6.757364175992213e-05,חיים בוזגלו,2,2,1,4.16497975708502,עמוס לביא
ליאון_רוזנברג,0.0018099547511312218,0.0,0.21230190706419555,4.94866965711794e-05,ליאון רוזנברג,2,2,1,4.211538461538462,ריקי בליך
משה_דץ,0.005429864253393665,0.0,0.23064966978958684,6.909645908864112e-05,משה דץ,6,6,1,3.876518218623482,אורי הוכמן
__name__:אביה ברוש,0.005429864253393665,0.0,0.23064966978958684,6.909645908864236e-05,אביה ברוש,6,6,1,3.876518218623482,אורי הוכמן
__name__:אור יעקב,0.005429864253393665,0.0,0.23064966978958684,6.90964590886408e-05,אור יעקב,6,6,1,3.876518218623482,אורי הוכמן
מיכל_ינאי,0.005429864253393665,0.0,0.23064966978958684,6.909645908864183e-05,מיכל ינאי,6,6,1,3.876518218623482,אורי הוכמן
