actor_id,actor_name,actor_slug
סיון_לוי,סיון לוי,סיון_לוי
סיון_נועם_שמעון,סיון נועם שמעון,סיון_נועם_שמעון
__name__:סייבונגה מלונגיסי,סייבונגה מלונגיסי,
__name__:סילבי קון,סילבי קון,
__name__:סילביה דרורי,סילביה דרורי,
__name__:סילביה הוקס,סילביה הוקס,
סימה_אליהו,סימה אליהו,סימה_אליהו
סימה_ברמי,סימה ברמי,סימה_ברמי
סימון_אבקריאן,סימון אבקריאן,סימון_אבקריאן
__name__:סימון בנימיני,סימון בנימיני,
__name__:סימור דניאל,סימור דניאל,
סלווה_נקארה,סלווה נקארה,סלווה_נקארה
סלים_דאו,סלים דאו,סלים_דאו
__name__:סמדי וולפמן,סמדי וולפמן,
סמדר_סייר,סמדר סייר,סמדר_סייר
סמדר_קילצ'ינסקי,סמדר קילצ'ינסקי,סמדר_קילצ'ינסקי
סמי_הורי,סמי הורי,סמי_הורי
סמי_סמיר,סמי סמיר,סמי_סמיר
__name__:סמירה סארייה,סמירה סארייה,
סמנתה_מורטון,סמנתה מורטון,סמנתה_מורטון
סנדי_בר,סנדי בר,סנדי_בר
סנדרה_שדה,סנדרה שדה,סנדרה_שדה
__name__:ססיליה פק,ססיליה פק,
__name__:סעיד דסוקי,סעיד דסוקי,
סער_בדישי,סער בדישי,סער_בדישי
ספי_ריבלין,ספי ריבלין,ספי_ריבלין
__name__:ספיר יוסף,ספיר יוסף,
__name__:סרין סאנוסיאן,סרין סאנוסיאן,
סשה_אגרונוב,סשה אגרונוב,סשה_אגרונוב
עבדאללה_עקל,עבדאללה עקל,עבדאללה_עקל
__name__:עדי אבן טוב,עדי אבן טוב,
עדי_אלון,עדי אלון,עדי_אלון
עדי_בילסקי,עדי בילסקי,עדי_בילסקי
עדי_גילת,עדי גילת,עדי_גילת
עדי_הימלבלוי,עדי הימלבלוי,עדי_הימלבלוי
עדי_חבשוש,עדי חבשוש,עדי_חבשוש
עדי_עזרוני,עדי עזרוני,עדי_עזרוני
__name__:עדן חלילי,עדן חלילי,
עדן_סבן,עדן סבן,עדן_סבן
עדנה_בליליוס,עדנה בליליוס,עדנה_בליליוס
עדנה_פלידל,עדנה פלידל,עדנה_פלידל
עודד_לאופולד,עודד לאופולד,עודד_לאופולד
עודד_מנסטר,עודד מנסטר,עודד_מנסטר
עודד_פז,עודד פז,עודד_פז
עודד_קוטלר,עודד קוטלר,עודד_קוטלר
עודד_תאומי,עודד תאומי,עודד_תאומי
עוז_זהבי,עוז זהבי,עוז_זהבי
עומר_ברנע,עומר ברנע,עומר_ברנע
__name__:עומר דהן,עומר דהן,
עומר_דרור,עומר דרור,עומר_דרור
__name__:עומר הברון,עומר הברון,
עומר_חזן,עומר חזן,עומר_חזן
עומר_נודלמן,עומר נודלמן,עומר_נודלמן
גבריאל_עמרי_לוקאס,עומרי לוקאס,גבריאל_עמרי_לוקאס
עופר_חיון,עופר חיון,עופר_חיון
עופר_שכטר,עופר שכטר,עופר_שכטר
עזרא_דגן,עזרא דגן,עזרא_דגן
עזריה_רפפורט,עזריה רפפורט,עזריה_רפפורט
עידו_טאקו,עידו טאקו,עידו_טאקו
עידו_לב,עידו לב,עידו_לב
עידו_מוסרי,עידו מוסרי,עידו_מוסרי
עידו_תדמור,עידו תדמור,עידו_תדמור
עידית_טפרסון,עידית טפרסון,עידית_טפרסון
אלכסיי_סרבריאקוב,"עידית טפרסון, אלכסיי סרבריאקוב",אלכסיי_סרבריאקוב
עידית_צור,עידית צור,עידית_צור
עידן_אלתרמן,עידן אלתרמן,עידן_אלתרמן
__name__:עידן ברדך,עידן ברדך,
עידן_ברקאי,עידן ברקאי,עידן_ברקאי
עידן_עמדי,עידן עמדי,עידן_עמדי
__name__:עידן שרוקה,עידן שרוקה,
__name__:עינב מרקל,עינב מרקל,
עינת_ויצמן,עינת ויצמן,עינת_ויצמן
עינת_שרוף,עינת שרוף,עינת_שרוף
__name__:עירית גדרון,עירית גדרון,
__name__:עירית זוהר,עירית זוהר,
עירית_פרנק,עירית פרנק,עירית_פרנק
עירית_קפלן,עירית קפלן,עירית_קפלן
עירית_שילה,עירית שילה,עירית_שילה
עירית_שלג,עירית שלג,עירית_שלג
עלא_דקה,עלא דקה,עלא_דקה
__name__:עלאי אלמודי,עלאי אלמודי,
עלי_נאסר,עלי נאסר,עלי_נאסר
עלי_סולימאן,עלי סולימאן,עלי_סולימאן
עלי_סלימאן,עלי סלימאן,עלי_סלימאן
עליזה_רוזן,עליזה רוזן,עליזה_רוזן
עלית_קרייז,עלית קרייז,עלית_קרייז
עלמה_זק,עלמה זק,עלמה_זק
__name__:עמאל בויראט,עמאל בויראט,
__name__:עמוס גיתאי,עמוס גיתאי,
עמוס_לביא,עמוס לביא,עמוס_לביא
עמוס_מוקדי,עמוס מוקדי,עמוס_מוקדי
עמוס_שוב,עמוס שוב,עמוס_שוב
עמוס_תמם,עמוס תמם,עמוס_תמם
עמי_אילון,עמי אילון,עמי_אילון
עמי_אנידג'ר,עמי אנידג'ר,עמי_אנידג'ר
עמי_ויינברג,עמי ויינברג,עמי_ויינברג
עמי_טראוב,עמי טראוב,עמי_טראוב
עמי_סמולרצ'יק,עמי סמולרצ'יק,עמי_סמולרצ'יק
__name__:עמירם עיני,עמירם עיני,
עמירן_דביר,עמירן דביר,עמירן_דביר
__name__:עמית אולמן,עמית אולמן,
עמית_יגור,עמית יגור,עמית_יגור
עמית_מורשת,עמית מורשת,עמית_מורשת
__name__:עמית מושקוביץ,עמית מושקוביץ,
עמית_פרקש,עמית פרקש,עמית_פרקש
עמית_רהב,עמית רהב,עמית_רהב
עמנואל_הורי,עמנואל הורי,עמנואל_הורי
עמנואל_הלפרין,עמנואל הלפרין,עמנואל_הלפרין
__name__:עמרי גבעון,עמרי גבעון,
__name__:עמרי פירר,עמרי פירר,
__name__:ענבל גלאם,ענבל גלאם,
__name__:ענבר סוירפמן,ענבר סוירפמן,
ענת_וקסמן,ענת וקסמן,ענת_וקסמן
__name__:ענת לירי,ענת לירי,
ענת_עצמון,ענת עצמון,ענת_עצמון
ענת_צחור,ענת צחור,ענת_צחור
ענת_קלאוזנר,ענת קלאוזנר,ענת_קלאוזנר
__name__:עפר גרינברג,עפר גרינברג,
עפר_שכטר,עפר שכטר,עפר_שכטר
עפרה_וינגרטן,עפרה וינגרטן,עפרה_וינגרטן
עפרה_חזה,עפרה חזה,עפרה_חזה
ערן_איוניר,ערן איוניר,ערן_איוניר
ערן_בן_זאב,ערן בן זאב,ערן_בן_זאב
__name__:ערן בן-צבי,ערן בן-צבי,
ערן_מור,ערן מור,ערן_מור
__name__:פאטה גוליאשווילי ו,פאטה גוליאשווילי ו,
פאני_ארדן,פאני ארדן,פאני_ארדן
פאני_לוביץ',פאני לוביץ',פאני_לוביץ'
פול_ל._סמית',פול ל. סמית',פול_ל._סמית'
פול_סמית,פול סמית,פול_סמית
פולי_רשף,פולי רשף,פולי_רשף
פטריק_סטיוארט,פטריק סטיוארט,פטריק_סטיוארט
__name__:פיני גואטה,פיני גואטה,
פיני_טבגר,פיני טבגר,פיני_טבגר
פלד_(ראפר),פלד,פלד_(ראפר)
פלורנס_בלוך,פלורנס בלוך,פלורנס_בלוך
פנינה_רוזנבלום,פנינה רוזנבלום,פנינה_רוזנבלום
פסח_בר_אדון,פסח בר אדון,פסח_בר_אדון
פרנקו_נרו,פרנקו נרו,פרנקו_נרו
__name__:פרפילאב מונגוזה,פרפילאב מונגוזה,
__name__:צ'ינו אלמיזרק,צ'ינו אלמיזרק,
__name__:צבי קורמן,צבי קורמן,
__name__:צבי שיסל,צבי שיסל,
צבי_שיסל,צבי שיסל,צבי_שיסל
צביקה_הדר,צביקה הדר,צביקה_הדר
צביקה_פיק,צביקה פיק,צביקה_פיק
צביקה_שוורצברג,צביקה שוורצברג,צביקה_שוורצברג
צופית_גרנט,צופית גרנט,צופית_גרנט
__name__:צח כהן,צח כהן,
צח_שפיצן,צח שפיצן,צח_שפיצן
צחי_גראד,צחי גראד,צחי_גראד
__name__:צחי גראד,צחי גראד,
צחי_הלוי,צחי הלוי,צחי_הלוי
צחי_נוי,צחי נוי,צחי_נוי
__name__:צחי סדן,צחי סדן,
ציון_אשכנזי,ציון אשכנזי,ציון_אשכנזי
ציון_ברוך,ציון ברוך,ציון_ברוך
ציפי_שביט,ציפי שביט,ציפי_שביט
קאיפו_כהן,קאיפו כהן,קאיפו_כהן
קובי_מאור,קובי מאור,קובי_מאור
__name__:קובי סויסה,קובי סויסה,
קובי_פרג',קובי פרג',קובי_פרג'
קווין_רובין,קווין רובין,קווין_רובין
__name__:קוסטה קפלן,קוסטה קפלן,
קלאוס_קינסקי,קלאוס קינסקי,קלאוס_קינסקי
קלרה_ח'ורי,קלרה ח'ורי,קלרה_ח'ורי
__name__:קרולניה רודריגז נרנג'ו,קרולניה רודריגז נרנג'ו,
קרן_ברגר,קרן ברגר,קרן_ברגר
קרן_מור,קרן מור,קרן_מור
קת'לין_קווינלן,קת'לין קווינלן,קת'לין_קווינלן
__name__:קתז'ינה לוביק,קתז'ינה לוביק,
__name__:קתרינה ולסנקו,קתרינה ולסנקו,
__name__:ראובן בדלוב,ראובן בדלוב,
ראובן_בר_יותם,ראובן בר יותם,ראובן_בר_יותם
__name__:ראובן בר יותם,ראובן בר יותם,
ראובן_בר-יותם,ראובן בר-יותם,ראובן_בר-יותם
__name__:ראובן בר-יותם,ראובן בר-יותם,
ראובן_דיין,ראובן דיין,ראובן_דיין
__name__:ראובן טדורס,ראובן טדורס,
ראידה_אדון,ראידה אדון,ראידה_אדון
רבקה_בכר,רבקה בכר,רבקה_בכר
רבקה_מיכאלי,רבקה מיכאלי,רבקה_מיכאלי
רבקה_נוימן,רבקה נוימן,רבקה_נוימן
__name__:רואי אלסברג,רואי אלסברג,
רובא_בלאל-עספור,רובא בלאל-עספור,רובא_בלאל-עספור
רובי_פורת_שובל,רובי פורת שובל,רובי_פורת_שובל
__name__:רובין רנוצ'י,רובין רנוצ'י,
__name__:רוברט שואו,רוברט שואו,
רוברטו_פולק,רוברטו פולק,רוברטו_פולק
רודי_סעדה,רודי סעדה,רודי_סעדה
__name__:רווית זוהר,רווית זוהר,
רוזינה_קמבוס,רוזינה קמבוס,רוזינה_קמבוס
רוזמונד_פייק,רוזמונד פייק,רוזמונד_פייק
רוי_מילר,רוי מילר,רוי_מילר
__name__:רוי קרניאל,רוי קרניאל,
רומי_אבולעפיה,רומי אבולעפיה,רומי_אבולעפיה
רומי_אבירם,רומי אבירם,רומי_אבירם
__name__:רומן אילין,רומן אילין,
__name__:רומן גרשקוביץ',רומן גרשקוביץ',
רון_שחר,רון שחר,רון_שחר
__name__:רונאלד אוקרופירידזה,רונאלד אוקרופירידזה,
רוני_דלומי,רוני דלומי,רוני_דלומי
רוני_הדר,רוני הדר,רוני_הדר
רוני_פינקוביץ',רוני פינקוביץ',רוני_פינקוביץ'
__name__:רוני קדר,רוני קדר,
רונית_אלקבץ,רונית אלקבץ,רונית_אלקבץ
__name__:רונית אלקבץ,רונית אלקבץ,
רונית_יודקביץ',רונית יודקביץ',רונית_יודקביץ'
__name__:רונית כץ,רונית כץ,
רונית_פורת_(שחקנית),רונית פורת,רונית_פורת_(שחקנית)
__name__:רונית פלד,רונית פלד,
רונלד_זרפלד,רונלד זרפלד,רונלד_זרפלד
__name__:רועי אלה,רועי אלה,
רועי_אסף,רועי אסף,רועי_אסף
__name__:רועי אסף,רועי אסף,
רועי_בר_נתן,רועי בר נתן,רועי_בר_נתן
רועי_בר-נתן,רועי בר-נתן,רועי_בר-נתן
רועי_ויינברג,רועי ויינברג,רועי_ויינברג
רועי_ניק,רועי ניק,רועי_ניק
רועי_שגב,רועי שגב,רועי_שגב
רות_דורון,רות דורון,רות_דורון
רות_סגל,רות סגל,רות_סגל
רות_פרחי,רות פרחי,רות_פרחי
רותי_אסרסאי,רותי אסרסאי,רותי_אסרסאי
__name__:רותי גולדברג,רותי גולדברג,
__name__:רותי לנדאו,רותי לנדאו,
רותם_אבוהב,רותם אבוהב,רותם_אבוהב
רותם_זיסמן_כהן,רותם זיסמן כהן,רותם_זיסמן_כהן
רותם_זיסמן-כהן,רותם זיסמן-כהן,רותם_זיסמן-כהן
רותם_סלע,רותם סלע,רותם_סלע
רותם_קינן,רותם קינן,רותם_קינן
רז_זהבי,רז זהבי,רז_זהבי
__name__:רז מזרחי,רז מזרחי,
רזיה_ישראלי,רזיה ישראלי,רזיה_ישראלי
רחל_אטאס,רחל אטאס,רחל_אטאס
רחל_דיין_(שחקנית),רחל דיין,רחל_דיין_(שחקנית)
__name__:רחל דיין,רחל דיין,
ריטה,ריטה,ריטה
ריטה_זוהר,ריטה זוהר,ריטה_זוהר
ריטה_שוקרון,ריטה שוקרון,ריטה_שוקרון
ריימונד_אבקסיס,ריימונד אבקסיס,ריימונד_אבקסיס
ריימונד_אמסלם,ריימונד אמסלם,ריימונד_אמסלם
רינה_גנור,רינה גנור,רינה_גנור
רינת_מטטוב,רינת מטטוב,רינת_מטטוב
ריף_כהן,ריף כהן,ריף_כהן
ריצ'רד_ראונדטרי,ריצ'רד ראונדטרי,ריצ'רד_ראונדטרי
ריקי_בליך,ריקי בליך,ריקי_בליך
ריקי_גל,ריקי גל,ריקי_גל
__name__:ריקי רייף סיני,ריקי רייף סיני,
רמי_ברוך,רמי ברוך,רמי_ברוך
__name__:רמי דוידוף,רמי דוידוף,
רמי_דנון,רמי דנון,רמי_דנון
רמי_הויברגר,רמי הויברגר,רמי_הויברגר
רמי_קאשי,רמי קאשי,רמי_קאשי
רן_דנקר,רן דנקר,רן_דנקר
רן_יגיל,רן יגיל,רן_יגיל
רני_בלייר,רני בלייר,רני_בלייר
רעות_אלוש,רעות אלוש,רעות_אלוש
__name__:רפאל גרינשטיין,רפאל גרינשטיין,
רפאל_קלצ'קין,רפאל קלצ'קין,רפאל_קלצ'קין
רפי_נלסון,רפי נלסון,רפי_נלסון
__name__:רפי קלמר,רפי קלמר,
רפי_רותם,רפי רותם,רפי_רותם
רפי_תבור,רפי תבור,רפי_תבור
שאדי_מרעי,שאדי מרעי,שאדי_מרעי
שאול_מזרחי,שאול מזרחי,שאול_מזרחי
__name__:שאול שלחין,שאול שלחין,
שבתאי_קונורטי,שבתאי קונורטי,שבתאי_קונורטי
__name__:שוהן ישורון,שוהן ישורון,
שולה_רווח,שולה רווח,שולה_רווח
__name__:שולי רנד,שולי רנד,
שולי_רנד,שולי רנד,שולי_רנד
__name__:שולמית ארד,שולמית ארד,
__name__:שון גיטלמן,שון גיטלמן,
__name__:שושה גור,שושה גור,
שושיק_שני,שושיק שני,שושיק_שני
שושנה_דואר,שושנה דואר,שושנה_דואר
שושנה_דמארי,שושנה דמארי,שושנה_דמארי
שושנה_שני,שושנה שני,שושנה_שני
שחר_ישי,שחר ישי,שחר_ישי
__name__:שחר כרמל,שחר כרמל,
שחר_סגל_(במאי),שחר סגל,שחר_סגל_(במאי)
__name__:שחר פרץ,שחר פרץ,
שי_אביבי,שי אביבי,שי_אביבי
שי_ורועי,שי ורועי,שי_ורועי
שייע_פייגנבוים,שייע פייגנבוים,שייע_פייגנבוים
שייקה_אופיר,שייקה אופיר,שייקה_אופיר
__name__:שייקה אופיר,שייקה אופיר,
שייקה_לוי,שייקה לוי,שייקה_לוי
שירה_גפן,שירה גפן,שירה_גפן
שירה_האס,שירה האס,שירה_האס
שירה_לוי,שירה לוי,שירה_לוי
שירה_נאור,שירה נאור,שירה_נאור
שירה_קצנלנבוגן,שירה קצנלנבוגן,שירה_קצנלנבוגן
__name__:שירז אדרי,שירז אדרי,
שירי_גדני,שירי גדני,שירי_גדני
שירן_סנדל,שירן סנדל,שירן_סנדל
שלום_אסייג,שלום אסייג,שלום_אסייג
שלום_חנוך,שלום חנוך,שלום_חנוך
שלום_מיכאלשווילי,שלום מיכאלשווילי,שלום_מיכאלשווילי
__name__:שלומי אבקריאן,שלומי אבקריאן,
שלומי_ארבע,שלומי ארבע,שלומי_ארבע
שלומי_קוריאט,שלומי קוריאט,שלומי_קוריאט
שלומי_שבן,שלומי שבן,שלומי_שבן
שלישיית_הגשש_החיוור,שלישיית הגשש החיוור,שלישיית_הגשש_החיוור
שלמה_ארצי,שלמה ארצי,שלמה_ארצי
שלמה_בר-שביט,שלמה בר-שביט,שלמה_בר-שביט
שלמה_בראבא,שלמה בראבא,שלמה_בראבא
שלמה_גולדברג,שלמה גולדברג,שלמה_גולדברג
שלמה_וישינסקי,שלמה וישינסקי,שלמה_וישינסקי
__name__:שלמה יעקבי,שלמה יעקבי,
שלמה_תרשיש,שלמה תרשיש,שלמה_תרשיש
שמואל_אדלמן,שמואל אדלמן,שמואל_אדלמן
שמואל_וולף,שמואל וולף,שמואל_וולף
שמואל_וילוז'ני,שמואל וילוז'ני,שמואל_וילוז'ני
שמואל_סגל_(שחקן),שמואל סגל,שמואל_סגל_(שחקן)
שמואל_עצמון,שמואל עצמון,שמואל_עצמון
__name__:שמואל פולר,שמואל פולר,
שמואל_קלדרון,שמואל קלדרון,שמואל_קלדרון
שמואל_רודנסקי,שמואל רודנסקי,שמואל_רודנסקי
__name__:שמוליק כהן,שמוליק כהן,
שמוליק_לוי,שמוליק לוי,שמוליק_לוי
שמוליק_קראוס,שמוליק קראוס,שמוליק_קראוס
שמיל_בן_ארי,שמיל בן ארי,שמיל_בן_ארי
שמיל_בן-ארי,שמיל בן-ארי,שמיל_בן-ארי
שמעון_ישראלי,שמעון ישראלי,שמעון_ישראלי
שמעון_מימרן,שמעון מימרן,שמעון_מימרן
שמעון_פינקל,שמעון פינקל,שמעון_פינקל
שמרית_לוסטיג,שמרית לוסטיג,שמרית_לוסטיג
__name__:שני בן חיים,שני בן חיים,
שני_כהן,שני כהן,שני_כהן
שני_קליין,שני קליין,שני_קליין
שראל_פיטרמן,שראל פיטרמן,שראל_פיטרמן
שרגא_הרפז,שרגא הרפז,שרגא_הרפז
שרגא_פרידמן,שרגא פרידמן,שרגא_פרידמן
שרדי_ג'בארין,שרדי ג'בארין,שרדי_ג'בארין
שרה_אדלר,שרה אדלר,שרה_אדלר
שרה_פון_שוורצה,שרה פון שוורצה,שרה_פון_שוורצה
שרון_אלימלך,שרון אלימלך,שרון_אלימלך
שרון_אלכסנדר,שרון אלכסנדר,שרון_אלכסנדר
__name__:שרון בראדלי,שרון בראדלי,
__name__:שרון ברק,שרון ברק,
שרון_הכהן,שרון הכהן,שרון_הכהן
שרון_הכהן-בר,שרון הכהן-בר,שרון_הכהן-בר
שרון_זליקובסקי,שרון זליקובסקי,שרון_זליקובסקי
שרון_חזיז,שרון חזיז,שרון_חזיז
שרון_טל,שרון טל,שרון_טל
__name__:שרון פרידמן,שרון פרידמן,
__name__:שרון צוקרמן,שרון צוקרמן,
שרון_צור,שרון צור,שרון_צור
__name__:שרון קילצ'ינסקי,שרון קילצ'ינסקי,
שרון_רג'יניאנו,שרון רג'יניאנו,שרון_רג'יניאנו
שרון_שטרק,שרון שטרק,שרון_שטרק
שרונה_אלימלך,שרונה אלימלך,שרונה_אלימלך
שרית_לארי,שרית לארי,שרית_לארי
שרלין_חזיזה,שרלין חזיזה,שרלין_חזיזה
ששון_גבאי,ששון גבאי,ששון_גבאי
ששי_גז,ששי גז,ששי_גז
ששי_סעד,ששי סעד,ששי_סעד
ששי_קשת,ששי קשת,ששי_קשת
תאופיק_ברהום,תאופיק ברהום,תאופיק_ברהום
תאמר_נפאר,תאמר נפאר,תאמר_נפאר
תובל_שפיר,תובל שפיר,תובל_שפיר
תום_אבני,תום אבני,תום_אבני
תומאס_ג'יין,תומאס ג'יין,תומאס_ג'יין
תומר_חמד,תומר חמד,תומר_חמד
תומר_קפון,תומר קפון,תומר_קפון
תומר_רוסו,תומר רוסו,תומר_רוסו
תומר_שחורי,תומר שחורי,תומר_שחורי
__name__:תומר שטיינהוף,תומר שטיינהוף,
תומר_שרון,תומר שרון,תומר_שרון
תחיה_דנון,תחיה דנון,תחיה_דנון
__name__:תיעודי,תיעודי,
תיקי_דיין,תיקי דיין,תיקי_דיין
__name__:תכלת סמל,תכלת סמל,
תמי_ספיבק,תמי ספיבק,תמי_ספיבק
__name__:תמי צפרוני,תמי צפרוני,
__name__:תמיר ביידר,תמיר ביידר,
תמיר_גינזבורג,תמיר גינזבורג,תמיר_גינזבורג
__name__:תמיר מולא,תמיר מולא,
תמר_אלקן,תמר אלקן,תמר_אלקן
__name__:תמר זובידה,תמר זובידה,
__name__:תמר ירושלמי,תמר ירושלמי,
תמר_קינן,תמר קינן,תמר_קינן
__name__:תמרה סמסונוב,תמרה סמסונוב,
תמרה_קלינגון,תמרה קלינגון,תמרה_קלינגון
תקוה_עזיז,תקוה עזיז,תקוה_עזיז
__name__:תקווה מור,תקווה מור,
