actor_id,display_name,algorithm,community_id,community_size
גאולה_נוני,גאולה נוני,louvain,0,2
__name__:זאב רווח,זאב רווח,louvain,0,2
__name__:תכלת סמל,תכלת סמל,louvain,1,1
__name__:איגור אובלוזה,איגור אובלוזה,louvain,2,3
__name__:דוד מזרחי,דוד מזרחי,louvain,2,3
גבריאל_לוין,גבריאל לוין,louvain,2,3
__name__:שרון פרידמן,שרון פרידמן,louvain,3,66
יואב_דונט,יואב דונט,louvain,3,66
עידן_עמדי,עידן עמדי,louvain,3,66
דור_פלס,דור פלס,louvain,3,66
נולי_עומר,נולי עומר,louvain,3,66
__name__:גור יערי,גור יערי,louvain,3,66
רבקה_נוימן,רבקה נוימן,louvain,3,66
גל_מלכה_(שחקנית),גל מלכה,louvain,3,66
אפרת_אביב,אפרת אביב,louvain,3,66
אדם_הירש,אדם הירש,louvain,3,66
עומר_ברנע,עומר ברנע,louvain,3,66
עדי_עזרוני,עדי עזרוני,louvain,3,66
מירב_גרובר,מירב גרובר,louvain,3,66
תמר_אלקן,תמר אלקן,louvain,3,66
טינקרבל,טינקרבל,louvain,3,66
הילה_וידור,הילה וידור,louvain,3,66
__name__:נור פיבק,נור פיבק,louvain,3,66
בועז_קונפורטי,בועז קונפורטי,louvain,3,66
__name__:ענת לירי,ענת לירי,louvain,3,66
ריקי_גל,ריקי גל,louvain,3,66
סנדרה_שדה,סנדרה שדה,louvain,3,66
__name__:מעיין תורג'מן,מעיין תורג'מן,louvain,3,66
יובל_ינאי,יובל ינאי,louvain,3,66
__name__:שרון בראדלי,שרון בראדלי,louvain,3,66
אליענה_בקייר,אליענה בקייר,louvain,3,66
יעקב_בודו,יעקב בודו,louvain,3,66
אמיר_טסלר,אמיר טסלר,louvain,3,66
זהר_שטראוס,זהר שטראוס,louvain,3,66
ענת_קלאוזנר,ענת קלאוזנר,louvain,3,66
טל_קלאי,טל קלאי,louvain,3,66
עזרא_דגן,עזרא דגן,louvain,3,66
הילה_רוח,הילה רוח,louvain,3,66
שרה_פון_שוורצה,שרה פון שוורצה,louvain,3,66
__name__:גור בנטביץ',גור בנטביץ',louvain,3,66
גלעד_כהנא,גלעד כהנא,louvain,3,66
נטלי_פורטמן,נטלי פורטמן,louvain,3,66
__name__:סימור דניאל,סימור דניאל,louvain,3,66
שרון_הכהן-בר,שרון הכהן-בר,louvain,3,66
מיכל_ויינברג,מיכל ויינברג,louvain,3,66
נינט_טייב,נינט טייב,louvain,3,66
אסי_דיין,אסי דיין,louvain,3,66
מכרם_ח'ורי,מכרם ח'ורי,louvain,3,66
אולגה_קורילנקו,אולגה קורילנקו,louvain,3,66
אנסטסיה_פיין,אנסטסייה פיין,louvain,3,66
רומי_אבירם,רומי אבירם,louvain,3,66
נטע_מורן,נטע מורן,louvain,3,66
ציון_אשכנזי,ציון אשכנזי,louvain,3,66
עלי_סולימאן,עלי סולימאן,louvain,3,66
עמוס_שוב,עמוס שוב,louvain,3,66
__name__:אלינור קלוגר,אלינור קלוגר,louvain,3,66
הדס_ירון,הדס ירון,louvain,3,66
__name__:קוסטה קפלן,קוסטה קפלן,louvain,3,66
טליה_ברטפלד,טליה ברטפלד,louvain,3,66
__name__:ליאור סורוקה,ליאור סורוקה,louvain,3,66
לאורה_ריבלין,לאורה ריבלין,louvain,3,66
שירה_גפן,שירה גפן,louvain,3,66
גיל_ססובר,גיל ססובר,louvain,3,66
אורי_בלופרב,אורי בלופרב,louvain,3,66
__name__:זוהר דינר,זוהר דינר,louvain,3,66
טלי_שרון,טלי שרון,louvain,3,66
דני_גבע,דני גבע,louvain,3,66
__name__:עמוס גיתאי,עמוס גיתאי,louvain,3,66
__name__:יבגני מוליבוגה,יבגני מוליבוגה,louvain,3,66
__name__:אסי דיין,אסי דיין,louvain,3,66
היאם_עבאס,היאם עבאס,louvain,3,66
דיקלה,דיקלה דורי,louvain,3,66
__name__:רונית אלקבץ,רונית אלקבץ,louvain,4,135
__name__:סייבונגה מלונגיסי,סייבונגה מלונגיסי,louvain,4,135
__name__:רובין רנוצ'י,רובין רנוצ'י,louvain,4,135
אניה_בוקשטיין,אניה בוקשטיין,louvain,4,135
ששון_גבאי,ששון גבאי,louvain,4,135
אביטל_דיקר,אביטל דיקר,louvain,4,135
רזיה_ישראלי,רזיה ישראלי,louvain,4,135
גל_תורן,גל תורן,louvain,4,135
דן_תורג'מן,דן תורג'מן,louvain,4,135
שמעון_מימרן,שמעון מימרן,louvain,4,135
מוחמד_בכרי,מוחמד בכרי,louvain,4,135
אור_אילן,אור אילן,louvain,4,135
סימון_אבקריאן,סימון אבקריאן,louvain,4,135
מוני_מושונוב,מוני מושונוב,louvain,4,135
מילי_אביטל,מילי אביטל,louvain,4,135
__name__:גילה אלמגור,גילה אלמגור,louvain,4,135
__name__:איתן בלום,איתן בלום,louvain,4,135
אסיל_פרחאת,אסיל פרחאת,louvain,4,135
יולי_הרגיל-שדה,יולי הרגיל-שדה,louvain,4,135
דור_צויגנבום,דור צויגנבום,louvain,4,135
קרן_מור,קרן מור,louvain,4,135
__name__:דליה בגר,דליה בגר,louvain,4,135
מיכאלה_עשת,מיכאלה עשת,louvain,4,135
גל_זייד,גל זייד,louvain,4,135
יורם_חטב,יורם חטב,louvain,4,135
__name__:יחיאל אלקבץ,יחיאל אלקבץ,louvain,4,135
יעל_רייך,יעל רייך,louvain,4,135
סלים_דאו,סלים דאו,louvain,4,135
מיטל_דוהן,מיטל דוהן,louvain,4,135
__name__:רותי לנדאו,רותי לנדאו,louvain,4,135
ריטה_שוקרון,ריטה שוקרון,louvain,4,135
__name__:שלומי אבקריאן,שלומי אבקריאן,louvain,4,135
__name__:שמואל פולר,שמואל פולר,louvain,4,135
חנה_מרון,חנה מרון,louvain,4,135
אורי_חזקיה,אורי חזקיה,louvain,4,135
משה_איבגי,משה איבגי,louvain,4,135
__name__:מיכאל פלמן,מיכאל פלמן,louvain,4,135
גליה_ישי,גליה ישי,louvain,4,135
אמל_מורקוס,אמל מורקוס,louvain,4,135
אנה_דוברוביצקי,אנה דוברוביצקי,louvain,4,135
דפנה_דקל,דפנה דקל,louvain,4,135
פטריק_סטיוארט,פטריק סטיוארט,louvain,4,135
ח'אולה_חאג'-דיבסי,ח'אולה חאג'-דיבסי,louvain,4,135
__name__:קתז'ינה לוביק,קתז'ינה לוביק,louvain,4,135
נטלי_עטיה,נטלי עטיה,louvain,4,135
עירית_שלג,עירית שלג,louvain,4,135
אילנית_בן-יעקב,אילנית בן-יעקב,louvain,4,135
חיים_שריר,חיים שריר,louvain,4,135
אפרת_גוש,אפרת גוש,louvain,4,135
אתי_אנקרי,אתי אנקרי,louvain,4,135
איתי_לב_(במאי),איתי לב,louvain,4,135
סאלח_בכרי,סאלח בכרי,louvain,4,135
ישראל_פוליאקוב,ישראל פוליאקוב,louvain,4,135
__name__:ליאורה לוי,ליאורה לוי,louvain,4,135
שרון_טל,שרון טל,louvain,4,135
איתמר_רוטשילד,איתמר רוטשילד,louvain,4,135
ג'וליאנו_מר,ג'וליאנו מר,louvain,4,135
נתן_גושן,נתן גושן,louvain,4,135
ענת_עצמון,ענת עצמון,louvain,4,135
לירון_בן-שלוש,לירון בן-שלוש,louvain,4,135
יסמין_עיון,יסמין עיון,louvain,4,135
יבגניה_דודינה,יבגניה דודינה,louvain,4,135
ליאת_גליק,ליאת גליק,louvain,4,135
מנשה_נוי,מנשה נוי,louvain,4,135
דורית_לב_ארי,דורית לב ארי,louvain,4,135
מרלן_בג'אלי,מרלן בג'אלי,louvain,4,135
אייל_שכטר,אייל שכטר,louvain,4,135
חנה_אזולאי-הספרי,חנה אזולאי-הספרי,louvain,4,135
ריטה_זוהר,ריטה זוהר,louvain,4,135
שולי_רנד,שולי רנד,louvain,4,135
חן_יאני,חן יאני,louvain,4,135
קאיפו_כהן,קאיפו כהן,louvain,4,135
יאיר_לפיד,יאיר לפיד,louvain,4,135
__name__:יהלי פרידמן,יהלי פרידמן,louvain,4,135
שמיל_בן_ארי,שמיל בן ארי,louvain,4,135
סיגלית_פוקס,סיגלית פוקס,louvain,4,135
יוסף_שילוח,יוסף שילוח,louvain,4,135
דורין_כספי,דורין כספי,louvain,4,135
גפן_ברקאי,גפן ברקאי,louvain,4,135
ג'ואנה_סעיד,ג'ואנה סעיד,louvain,4,135
הילה_סורג'ון_פישר,הילה סורג'ון פישר,louvain,4,135
אורי_קלאוזנר,אורי קלאוזנר,louvain,4,135
__name__:מרטין אוגובו,מרטין אוגובו,louvain,4,135
__name__:מוחמד גזאוי,מוחמד גזאוי,louvain,4,135
__name__:גל זייד,גל זייד,louvain,4,135
__name__:איתן קוניו,איתן קוניו,louvain,4,135
אורי_אברהמי,אורי אברהמי,louvain,4,135
מיכאל_מושונוב,מיכאל מושונוב,louvain,4,135
דאנה_איבגי,דאנה איבגי,louvain,4,135
__name__:עירית גדרון,עירית גדרון,louvain,4,135
ז'ולייט_בינוש,ז'ולייט בינוש,louvain,4,135
דוד_קוניו,דוד קוניו,louvain,4,135
תאופיק_ברהום,תאופיק ברהום,louvain,4,135
__name__:חליל אלוהב,חליל אלוהב,louvain,4,135
יוסוף_אבו_ורדה,יוסוף אבו ורדה,louvain,4,135
ורד_פלדמן,ורד פלדמן,louvain,4,135
יניב_ביטון,יניב ביטון,louvain,4,135
מאיה_בוסקילה,מאיה בוסקילה,louvain,4,135
אביטל_אברג'יל,אביטל אברג'יל,louvain,4,135
__name__:דבורה קידר,דבורה קידר,louvain,4,135
__name__:ארקדיוש יקוביק,ארקדיוש יקוביק,louvain,4,135
דנה_דבורין,דנה דבורין,louvain,4,135
חנה_לסלאו,חנה לסלאו,louvain,4,135
לימור_גולדשטיין,לימור גולדשטיין,louvain,4,135
__name__:דניאל קיציס,דניאל קיציס,louvain,4,135
__name__:יעל בן דור,יעל בן דור,louvain,4,135
__name__:דני רוטנברג,דני רוטנברג,louvain,4,135
עמי_ויינברג,עמי ויינברג,louvain,4,135
רמי_דנון,רמי דנון,louvain,4,135
יפתח_קליין,יפתח קליין,louvain,4,135
אוהד_שחר,אוהד שחר,louvain,4,135
יונה_אליאן,יונה אליאן,louvain,4,135
משה_פרסטר,משה פרסטר,louvain,4,135
אבי_טולדנו,אבי טולדנו,louvain,4,135
__name__:דן תורג'מן,דן תורג'מן,louvain,4,135
אלון_אבוטבול,אלון אבוטבול,louvain,4,135
יעל_אבקסיס,יעל אבקסיס,louvain,4,135
רוני_הדר,רוני הדר,louvain,4,135
יובל_שרף,יובל שרף,louvain,4,135
תומר_קפון,תומר קפון,louvain,4,135
ח'ליפה_נאטור,ח'ליפה נאטור,louvain,4,135
__name__:אורית סמואל,אורית סמואל,louvain,4,135
בסאם_זועמוט,בסאם זועמוט,louvain,4,135
__name__:מיטל ברדה,מיטל ברדה,louvain,4,135
__name__:אנדריאה פראול,אנדריאה פראול,louvain,4,135
תומר_רוסו,תומר רוסו,louvain,4,135
__name__:נטליה פאוסט,נטליה פאוסט,louvain,4,135
רונית_אלקבץ,רונית אלקבץ,louvain,4,135
__name__:גיטה אמלי,גיטה אמלי,louvain,4,135
לוסי_דובינצ'יק,לוסי דובינצ'יק,louvain,4,135
יערה_פלציג,יערה פלציג,louvain,4,135
אודי_פרסי,אודי פרסי,louvain,4,135
יובל_סגל_(1971),יובל סגל,louvain,4,135
__name__:ג'ק אדליסט,ג'ק אדליסט,louvain,4,135
דלית_קהן,דלית קהן,louvain,4,135
רועי_שגב,רועי שגב,louvain,5,21
כרמית_מסילתי,כרמית מסילתי,louvain,5,21
__name__:רועי אסף,רועי אסף,louvain,5,21
יפה_תוסיה_כהן,יפה תוסיה כהן,louvain,5,21
__name__:אורנלה בס,אורנלה בס,louvain,5,21
__name__:רונאלד אוקרופירידזה,רונאלד אוקרופירידזה,louvain,5,21
__name__:דקר אלבז,דקר אלבז,louvain,5,21
לני_כהן,לני כהן,louvain,5,21
שלומי_ארבע,שלומי ארבע,louvain,5,21
יעקב_כהן_(שחקן),יעקב כהן,louvain,5,21
נדיה_קוצ'ר,נדיה קוצ'ר,louvain,5,21
__name__:ג'רמי פינטו,ג'רמי פינטו,louvain,5,21
__name__:הילה קפלן,הילה קפלן,louvain,5,21
__name__:דייוויד ששוני,דייוויד ששוני,louvain,5,21
נטע_ריסקין,נטע ריסקין,louvain,5,21
חווה_לוי_רוזלסקי,חווה לוי רוזלסקי,louvain,5,21
__name__:מיכל פורס,מיכל פורס,louvain,5,21
איילת_מרגלית,איילת מרגלית,louvain,5,21
__name__:מיכל זיס,מיכל זיס,louvain,5,21
בני_אבני,בני אבני,louvain,5,21
שמרית_לוסטיג,שמרית לוסטיג,louvain,5,21
דורון_תבורי,דורון תבורי,louvain,6,3
__name__:יובלי ליבני,יובלי ליבני,louvain,6,3
__name__:עינב מרקל,עינב מרקל,louvain,6,3
__name__:יהודה ברקן,יהודה ברקן,louvain,7,1
__name__:דידי פייר,דידי פייר,louvain,8,1
__name__:אליה סולימאן,אליה סולימאן,louvain,9,1
__name__:ראובן טדורס,ראובן טדורס,louvain,10,15
אקו_(ראפרית),אקו מורגנשטרן,louvain,10,15
מוריה_אקונס,מוריה אקונס,louvain,10,15
איציק_פצצתי,איציק פצצתי,louvain,10,15
טל_טירנגל,טל טירנגל,louvain,10,15
__name__:יפעת ברסי,יפעת ברסי,louvain,10,15
__name__:אורן בלנגה,אורן בלנגה,louvain,10,15
פלד_(ראפר),פלד,louvain,10,15
סימה_ברמי,סימה ברמי,louvain,10,15
__name__:עמית אולמן,עמית אולמן,louvain,10,15
אלון_נוימן,אלון נוימן,louvain,10,15
__name__:אמיתי אשכנזי,אמיתי אשכנזי,louvain,10,15
__name__:עומר הברון,עומר הברון,louvain,10,15
עידן_אלתרמן,עידן אלתרמן,louvain,10,15
טונה_(ראפר),טונה,louvain,10,15
סטיבן_דורף,סטיבן דורף,louvain,11,3
לואי_נופי,לואי נופי,louvain,11,3
עבדאללה_עקל,עבדאללה עקל,louvain,11,3
מארק_אליהו,מארק אליהו,louvain,12,39
__name__:אלי מנשה,אלי מנשה,louvain,12,39
יואל_רוזנקיאר,יואל רוזנקיאר,louvain,12,39
__name__:ליאם גולן,ליאם גולן,louvain,12,39
אלעד_צפני,אלעד צפני,louvain,12,39
__name__:מעין ערמני,מעין ערמני,louvain,12,39
__name__:חיים שועי,חיים שועי,louvain,12,39
__name__:טטנה כבדה אספה,טטנה כבדה אספה,louvain,12,39
אביבה_נגוסה,אביבה נגוסה,louvain,12,39
ירון_ברלד,ירון ברלד,louvain,12,39
__name__:אדם חתוכה פלד,אדם חתוכה פלד,louvain,12,39
__name__:קובי סויסה,קובי סויסה,louvain,12,39
הדס_קלדרון,הדס קלדרון,louvain,12,39
__name__:אימוס איינו,אימוס איינו,louvain,12,39
ניר_לוי,ניר לוי,louvain,12,39
רז_זהבי,רז זהבי,louvain,12,39
ערן_איוניר,ערן איוניר,louvain,12,39
__name__:נואית אב,נואית אב,louvain,12,39
__name__:יואב רונן,יואב רונן,louvain,12,39
__name__:מאיר דסה,מאיר דסה,louvain,12,39
__name__:.,.,louvain,12,39
זהר_ליבה,זהר ליבה,louvain,12,39
__name__:מאיה כהן,מאיה כהן,louvain,12,39
אורי_ברויר,אורי ברויר,louvain,12,39
דורית_לב-ארי,דורית לב-ארי,louvain,12,39
שמואל_וילוז'ני,שמואל וילוז'ני,louvain,12,39
__name__:מיכה רוזנקיאר,מיכה רוזנקיאר,louvain,12,39
אדר_גולד,אדר גולד,louvain,12,39
__name__:פרפילאב מונגוזה,פרפילאב מונגוזה,louvain,12,39
דין_מירושניקוב,דין מירושניקוב,louvain,12,39
שייע_פייגנבוים,שייע פייגנבוים,louvain,12,39
ג'ובאני_רוסו,ג'ובאני רוסו,louvain,12,39
__name__:חנוך וובה,חנוך וובה,louvain,12,39
__name__:רוי קרניאל,רוי קרניאל,louvain,12,39
רותי_אסרסאי,רותי אסרסאי,louvain,12,39
__name__:רועי אלה,רועי אלה,louvain,12,39
נצנת_מקונן,נצנת מקונן,louvain,12,39
__name__:דבבה אשטו,דבבה אשטו,louvain,12,39
__name__:אילן חזן,אילן חזן,louvain,12,39
מיכל_בת-אדם,מיכל בת-אדם,louvain,13,1
תומאס_ג'יין,תומאס ג'יין,louvain,14,2
סמנתה_מורטון,סמנתה מורטון,louvain,14,2
__name__:צח כהן,צח כהן,louvain,15,1
__name__:תמרה סמסונוב,תמרה סמסונוב,louvain,16,3
__name__:מקסים צ'רניך,מקסים צ'רניך,louvain,16,3
__name__:מישקה זילברשטיין,מישקה זילברשטיין,louvain,16,3
__name__:מורן לולו,מורן לולו,louvain,17,4
__name__:דור בן אלישע,דור בן אלישע,louvain,17,4
רפי_רותם,רפי רותם,louvain,17,4
__name__:נופר אוחיון,נופר אוחיון,louvain,17,4
__name__:נופר אלדיס,נופר אלדיס,louvain,18,33
רן_יגיל,רן יגיל,louvain,18,33
__name__:אוהד הול,אוהד הול,louvain,18,33
__name__:פיני גואטה,פיני גואטה,louvain,18,33
מעין_וינשטוק,מעין וינשטוק,louvain,18,33
__name__:דן קיזלר,דן קיזלר,louvain,18,33
__name__:יעל מפציר בוצר,יעל מפציר בוצר,louvain,18,33
מעיין_לאוב,מעיין לאוב,louvain,18,33
__name__:מעיין הרוש,מעיין הרוש,louvain,18,33
אלון_דהן,אלון דהן,louvain,18,33
הילה_מצקר-הלוי,הילה מצקר-הלוי,louvain,18,33
__name__:רפי קלמר,רפי קלמר,louvain,18,33
דבורה_קידר,דבורה קידר,louvain,18,33
__name__:הילי ישראל,הילי ישראל,louvain,18,33
יוסי_קאנץ,יוסי קאנץ,louvain,18,33
__name__:ערן בן-צבי,ערן בן-צבי,louvain,18,33
עדי_בילסקי,עדי בילסקי,louvain,18,33
תמר_קינן,תמר קינן,louvain,18,33
תמרה_קלינגון,תמרה קלינגון,louvain,18,33
עודד_תאומי,עודד תאומי,louvain,18,33
__name__:דני יגיל,דני יגיל,louvain,18,33
__name__:מוראד חסן,מוראד חסן,louvain,18,33
__name__:אבי בירנבאום,אבי בירנבאום,louvain,18,33
אתי_גרוטס,אתי גרוטס,louvain,18,33
__name__:ניר ברק,ניר ברק,louvain,18,33
יונתן_בר-אור_(1981),יונתן בר-אור,louvain,18,33
דנה_לרר,דנה לרר,louvain,18,33
אסיה_נייפלד,אסיה נייפלד,louvain,18,33
__name__:אורן פרג',אורן פרג',louvain,18,33
אמיר_דוליצקי,אמיר דוליצקי,louvain,18,33
מרים_זוהר,מרים זוהר,louvain,18,33
גדי_יגיל,גדי יגיל,louvain,18,33
דני_שגב,דני שגב,louvain,18,33
__name__:בן ציון,בן ציון,louvain,19,2
יהודה_ברקן,יהודה ברקן,louvain,19,2
יוסי_פולק,יוסי פולק,louvain,20,37
נילי_צרויה,נילי צרויה,louvain,20,37
רוי_מילר,רוי מילר,louvain,20,37
נתן_זהבי,נתן זהבי,louvain,20,37
רמי_הויברגר,רמי הויברגר,louvain,20,37
אריק_קנלר,אריק קנלר,louvain,20,37
גדליה_בסר,גדליה בסר,louvain,20,37
יוגב_יפת,יוגב יפת,louvain,20,37
מלאני_פרס,מלאני פרס,louvain,20,37
יעל_טל,יעל טל,louvain,20,37
ניצה_שאול,ניצה שאול,louvain,20,37
אסתי_ירושלמי,אסתי ירושלמי,louvain,20,37
עידית_צור,עידית צור,louvain,20,37
עינת_ויצמן,עינת ויצמן,louvain,20,37
אורי_בנאי,אורי בנאי,louvain,20,37
מריה_אובנוב,מריה אובנוב,louvain,20,37
__name__:ליה ברנט,ליה ברנט,louvain,20,37
ארז_שפריר,ארז שפריר,louvain,20,37
לירון_לבו,לירון לבו,louvain,20,37
אייל_רוזלס,אייל רוזלס,louvain,20,37
יצחק_חזקיה,יצחק חזקיה,louvain,20,37
דובי_גל,דובי גל,louvain,20,37
דליה_שימקו,דליה שימקו,louvain,20,37
__name__:נאוה זיו,נאוה זיו,louvain,20,37
__name__:דורון צברי,דורון צברי,louvain,20,37
אורי_גוטליב,אורי גוטליב,louvain,20,37
יהודה_נהרי,יהודה נהרי,louvain,20,37
__name__:ג'ורג' אסכנדר,ג'ורג' אסכנדר,louvain,20,37
מורן_רוזנבלט,מורן רוזנבלט,louvain,20,37
__name__:אייל סלמה,אייל סלמה,louvain,20,37
מרדכי_שפיגלר,מרדכי שפיגלר,louvain,20,37
אורי_יניב,אורי יניב,louvain,20,37
מאיה_מרון,מאיה מרון,louvain,20,37
שמוליק_קראוס,שמוליק קראוס,louvain,20,37
בובי_לקס,בובי לקס,louvain,20,37
אלדד_פריבס,אלדד פריבס,louvain,20,37
__name__:יפית שלו,יפית שלו,louvain,20,37
אריאל_זילבר,אריאל זילבר,louvain,21,1
__name__:יוסי אולו,יוסי אולו,louvain,22,3
__name__:סילביה דרורי,סילביה דרורי,louvain,22,3
אתל_קובינסקה,אתל קובינסקה,louvain,22,3
__name__:נועם קפלן,נועם קפלן,louvain,23,3
__name__:יותם אביבי,יותם אביבי,louvain,23,3
דני_קליין,דני קליין,louvain,23,3
סמי_סמיר,סמי סמיר,louvain,24,2
__name__:טטיאנה בלכר,טטיאנה בלכר,louvain,24,2
ניקי_גולדשטיין,ניקי גולדשטיין,louvain,25,3
__name__:אלעד סטפנסקי,אלעד סטפנסקי,louvain,25,3
עידו_לב,עידו לב,louvain,25,3
__name__:אשר אברהמי,אשר אברהמי,louvain,26,2
נוויד_נגהבאן,נוויד נגהבאן,louvain,26,2
יובל_סגל_(1980),יובל סגל,louvain,27,4
אהובה_קרן,אהובה קרן,louvain,27,4
__name__:איציק עצמון,איציק עצמון,louvain,27,4
שרון_צור,שרון צור,louvain,27,4
אבי_פניני,אבי פניני,louvain,28,58
__name__:איתי בוזגלו,איתי בוזגלו,louvain,28,58
__name__:אבי שניידמן,אבי שניידמן,louvain,28,58
נינה_קוטלר,נינה קוטלר,louvain,28,58
__name__:אקסל אזולאי,אקסל אזולאי,louvain,28,58
יחזקאל_לזרוב,יחזקאל לזרוב,louvain,28,58
אלברט_אילוז,אלברט אילוז,louvain,28,58
דרק_ג'קובי,דרק ג'קובי,louvain,28,58
עמוס_לביא,עמוס לביא,louvain,28,58
__name__:ענבר סוירפמן,ענבר סוירפמן,louvain,28,58
ערן_בן_זאב,ערן בן זאב,louvain,28,58
ענת_וקסמן,ענת וקסמן,louvain,28,58
אורנה_פורת,אורנה פורת,louvain,28,58
רובי_פורת_שובל,רובי פורת שובל,louvain,28,58
איילת_זורר,איילת זורר,louvain,28,58
דן_תורן,דן תורן,louvain,28,58
__name__:איציק זוהר,איציק זוהר,louvain,28,58
ראובן_דיין,ראובן דיין,louvain,28,58
ג'ף_גולדבלום,ג'ף גולדבלום,louvain,28,58
מיכל_זוארץ,מיכל זוארץ,louvain,28,58
אלון_דהן_(שחקן),אלון דהן,louvain,28,58
__name__:רותי גולדברג,רותי גולדברג,louvain,28,58
ישראל_דמידוב,ישראל דמידוב,louvain,28,58
__name__:מיטל פארן,מיטל פארן,louvain,28,58
יובל_זמיר,יובל זמיר,louvain,28,58
__name__:מיכל בת-אדם,מיכל בת-אדם,louvain,28,58
__name__:אנט כהן,אנט כהן,louvain,28,58
מוסקו_אלקלעי,מוסקו אלקלעי,louvain,28,58
סער_בדישי,סער בדישי,louvain,28,58
אסתר_רדא,אסתר רדא,louvain,28,58
גבי_עמרני,גבי עמרני,louvain,28,58
ארנון_צדוק,ארנון צדוק,louvain,28,58
חיים_זנאתי,חיים זנאתי,louvain,28,58
שמיל_בן-ארי,שמיל בן-ארי,louvain,28,58
__name__:חיים בוזגלו,חיים בוזגלו,louvain,28,58
חוה_אלברשטיין,חוה אלברשטיין,louvain,28,58
שרית_לארי,שרית לארי,louvain,28,58
ליז_רביאן,ליז רביאן,louvain,28,58
ז'רמן_אוניקובסקי,ז'רמן אוניקובסקי,louvain,28,58
שבתאי_קונורטי,שבתאי קונורטי,louvain,28,58
גילי_סער,גילי סער,louvain,28,58
אגם_רודברג,אגם רודברג,louvain,28,58
עדנה_בליליוס,עדנה בליליוס,louvain,28,58
__name__:ג'נט סבג,ג'נט סבג,louvain,28,58
הגר_בן_אשר,הגר בן אשר,louvain,28,58
זאב_רווח,זאב רווח,louvain,28,58
__name__:לאה שנירר,לאה שנירר,louvain,28,58
גילי_שושן,גילי שושן,louvain,28,58
__name__:יוגב קינן,יוגב קינן,louvain,28,58
__name__:עדי אבן טוב,עדי אבן טוב,louvain,28,58
הילה_סעדה,הילה סעדה,louvain,28,58
מייקל_לואיס_(דוגמן),מייקל לואיס,louvain,28,58
יגאל_נאור,יגאל נאור,louvain,28,58
יונה_עטרי,יונה עטרי,louvain,28,58
וילם_דפו,וילם דפו,louvain,28,58
דורי_בן_זאב,דורי בן זאב,louvain,28,58
__name__:אורלי טובלי פולק,אורלי טובלי פולק,louvain,28,58
סמדר_קילצ'ינסקי,סמדר קילצ'ינסקי,louvain,28,58
__name__:דרמה,דרמה,louvain,29,1
סלווה_נקארה,סלווה נקארה,louvain,30,11
__name__:מחמוד שלבי,מחמוד שלבי,louvain,30,11
__name__:אדיב ספדי,אדיב ספדי,louvain,30,11
בת_חן_סבג,בת חן סבג,louvain,30,11
__name__:טארק קופטי,טארק קופטי,louvain,30,11
__name__:סאמר קופטי,סאמר קופטי,louvain,30,11
תאמר_נפאר,תאמר נפאר,louvain,30,11
ריף_כהן,ריף כהן,louvain,30,11
מקס_אולארצ'יק,מקס אולארצ'יק,louvain,30,11
__name__:סעיד דסוקי,סעיד דסוקי,louvain,30,11
מאיסה_עבד_אלהאדי,מאיסה עבד אלהאדי,louvain,30,11
דנה_אברהם-סמו,דנה אברהם-סמו,louvain,31,41
אודי_ואביעד,אודי ואביעד,louvain,31,41
דובלה_גליקמן,דובלה גליקמן,louvain,31,41
חיים_אוסדון,חיים אוסדון,louvain,31,41
חני_נחמיאס,חני נחמיאס,louvain,31,41
__name__:אור יעקב,אור יעקב,louvain,31,41
מתן_לקס,מתן לקס,louvain,31,41
ברוך_ברנר,ברוך ברנר,louvain,31,41
עמי_אנידג'ר,עמי אנידג'ר,louvain,31,41
צופית_גרנט,צופית גרנט,louvain,31,41
דני_שטג,דני שטג,louvain,31,41
יובל_שם-טוב,יובל שם-טוב,louvain,31,41
רבקה_מיכאלי,רבקה מיכאלי,louvain,31,41
דודו_ארז,דודו ארז,louvain,31,41
גל_לב,גל לב,louvain,31,41
דניאלה_קרטס,דניאלה קרטס,louvain,31,41
אורן_שבו,אורן שבו,louvain,31,41
משה_דץ,משה דץ,louvain,31,41
נאיה_פדרמן,נאיה פדרמן,louvain,31,41
עמנואל_הלפרין,עמנואל הלפרין,louvain,31,41
סמי_הורי,סמי הורי,louvain,31,41
רודי_סעדה,רודי סעדה,louvain,31,41
הילה_ערן,הילה ערן,louvain,31,41
עודד_פז,עודד פז,louvain,31,41
אלינה_לוי,אלינה לוי,louvain,31,41
שי_ורועי,שי ורועי,louvain,31,41
מיכל_ינאי,מיכל ינאי,louvain,31,41
יהורם_גאון,יהורם גאון,louvain,31,41
__name__:יובל גל,יובל גל,louvain,31,41
יאיר_ניצני,יאיר ניצני,louvain,31,41
יעל_הדר,יעל הדר,louvain,31,41
תומר_שרון,תומר שרון,louvain,31,41
מאיר_סוויסה,מאיר סוויסה,louvain,31,41
טל_מוסרי,טל מוסרי,louvain,31,41
אורלי_בן-גרטי,אורלי בן-גרטי,louvain,31,41
לירית_בלבן,לירית בלבן,louvain,31,41
__name__:אביה ברוש,אביה ברוש,louvain,31,41
מולי_שולמן,מולי שולמן,louvain,31,41
__name__:שון גיטלמן,שון גיטלמן,louvain,31,41
און_רפאלי,און רפאלי,louvain,31,41
שמוליק_לוי,שמוליק לוי,louvain,31,41
אייל_נחמיאס,אייל נחמיאס,louvain,32,2
